,Year,FIPS,State,County,Total Votes,Dem,Rep,Lib,Grn
852,2016,19185,IA,wayne,2921,719,2069,78,17
853,2016,19187,IA,webster,17239,6293,10049,568,113
854,2016,19189,IA,winnebago,5717,1920,3437,218,34
855,2016,19191,IA,winneshiek,11217,5238,5332,381,99
856,2016,19193,IA,woodbury,42933,16102,24627,1173,323
857,2016,19195,IA,worth,4216,1523,2443,165,24
858,2016,19197,IA,wright,5949,1890,3790,175,35
859,2016,20001,KS,allen,5314,1398,3575,223,0
860,2016,20003,KS,anderson,3277,665,2386,146,0
861,2016,20005,KS,atchison,6393,1946,3977,310,0
862,2016,20007,KS,barber,2209,281,1822,78,0
863,2016,20009,KS,barton,10088,1823,7766,344,0
864,2016,20011,KS,bourbon,5918,1306,4314,192,0
865,2016,20013,KS,brown,3960,850,2861,152,0
866,2016,20015,KS,butler,27051,6489,18781,1391,0
867,2016,20017,KS,chase,1342,313,964,42,0
868,2016,20019,KS,chautauqua,1845,236,1552,30,0
869,2016,20021,KS,cherokee,8386,1959,6017,287,0
870,2016,20023,KS,cheyenne,1409,188,1172,29,0
871,2016,20025,KS,clark,983,118,813,33,0
872,2016,20027,KS,clay,3727,665,2831,146,0
873,2016,20029,KS,cloud,3831,744,2856,157,0
874,2016,20031,KS,coffey,3962,719,2990,185,0
875,2016,20033,KS,comanche,857,102,705,40,0
876,2016,20035,KS,cowley,12171,3436,8016,455,0
877,2016,20037,KS,crawford,14404,5064,8394,646,0
878,2016,20039,KS,decatur,1460,178,1220,42,0
879,2016,20041,KS,dickinson,8008,1582,5905,361,0
880,2016,20043,KS,doniphan,3366,584,2601,125,0
881,2016,20045,KS,douglas,48231,30089,14308,2349,0
882,2016,20047,KS,edwards,1308,208,1033,33,0
883,2016,20049,KS,elk,1259,160,1048,35,0
884,2016,20051,KS,ellis,11660,2669,8311,454,0
885,2016,20053,KS,ellsworth,2626,515,1933,105,0
886,2016,20055,KS,finney,9731,3006,6155,396,0
887,2016,20057,KS,ford,7425,2032,4994,270,0
888,2016,20059,KS,franklin,10658,2829,7025,546,0
889,2016,20061,KS,geary,7129,2569,4116,299,0
890,2016,20063,KS,gove,1328,149,1127,40,0
891,2016,20065,KS,graham,1265,185,1013,38,0
892,2016,20067,KS,grant,2311,427,1755,98,0
893,2016,20069,KS,gray,2011,257,1651,73,0
894,2016,20071,KS,greeley,639,83,523,25,0
895,2016,20073,KS,greenwood,2811,484,2146,122,0
896,2016,20075,KS,hamilton,847,114,690,30,0
897,2016,20077,KS,harper,2513,388,1950,115,0
898,2016,20079,KS,harvey,14540,5006,8503,673,0
899,2016,20081,KS,haskell,1300,228,1011,40,0
900,2016,20083,KS,hodgeman,1006,124,845,21,0
901,2016,20085,KS,jackson,5727,1489,3888,211,0
902,2016,20087,KS,jefferson,8151,2483,5112,375,0
903,2016,20089,KS,jewell,1483,180,1204,56,0
904,2016,20091,KS,johnson,279753,126324,133907,14673,0
905,2016,20093,KS,kearny,1325,224,1048,40,0
906,2016,20095,KS,kingman,3281,594,2507,112,0
907,2016,20097,KS,kiowa,1023,111,855,42,0
908,2016,20099,KS,labette,7919,2234,5232,291,0
909,2016,20101,KS,lane,831,104,684,31,0
910,2016,20103,KS,leavenworth,29676,10064,17387,1580,0
911,2016,20105,KS,lincoln,1448,214,1168,39,0
912,2016,20107,KS,linn,4279,721,3377,116,0
913,2016,20109,KS,logan,1348,149,1124,47,0
914,2016,20111,KS,lyon,11745,4456,6354,623,0
915,2016,20115,KS,marion,5465,1177,3928,221,0
916,2016,20117,KS,marshall,4578,1060,3250,196,0
917,2016,20113,KS,mcpherson,12443,3183,8407,566,0
918,2016,20119,KS,meade,1675,206,1390,61,0
919,2016,20121,KS,miami,14712,3949,9839,667,0
920,2016,20123,KS,mitchell,2824,469,2216,86,0
921,2016,20125,KS,montgomery,11623,2557,8466,395,0
922,2016,20127,KS,morris,2568,586,1790,132,0
923,2016,20129,KS,morton,1160,145,970,32,0
924,2016,20131,KS,nemaha,5025,714,4066,163,0
925,2016,20133,KS,neosho,6151,1464,4340,232,0
926,2016,20135,KS,ness,1435,160,1216,39,0
927,2016,20137,KS,norton,2190,277,1808,65,0
928,2016,20139,KS,osage,6894,1730,4713,289,0
929,2016,20141,KS,osborne,1753,231,1437,45,0
930,2016,20143,KS,ottawa,2866,424,2261,139,0
931,2016,20145,KS,pawnee,2602,567,1872,129,0
932,2016,20147,KS,phillips,2611,296,2200,86,0
933,2016,20149,KS,pottawatomie,10359,2191,7451,532,0
934,2016,20151,KS,pratt,3806,769,2824,163,0
935,2016,20153,KS,rawlins,1448,160,1209,53,0
936,2016,20155,KS,reno,23448,6670,15100,1239,0
937,2016,20157,KS,republic,2484,370,1993,80,0
938,2016,20159,KS,rice,3567,668,2652,182,0
939,2016,20161,KS,riley,20475,8892,9817,1380,0
940,2016,20163,KS,rooks,2378,273,1999,77,0
941,2016,20165,KS,rush,1474,227,1177,53,0
942,2016,20167,KS,russell,3148,454,2544,107,0
943,2016,20169,KS,saline,21206,6084,13367,1310,0
944,2016,20171,KS,scott,2159,232,1832,69,0
945,2016,20173,KS,sedgwick,180750,66716,101319,8865,0
946,2016,20175,KS,seward,4743,1491,3025,172,0
947,2016,20177,KS,shawnee,73648,33270,35349,3331,0
948,2016,20179,KS,sheridan,1362,126,1186,38,0
949,2016,20181,KS,sherman,2537,340,2043,109,0
950,2016,20183,KS,smith,2014,295,1635,55,0
951,2016,20185,KS,stafford,1884,303,1485,62,0
952,2016,20187,KS,stanton,742,132,580,22,0
953,2016,20189,KS,stevens,1853,215,1564,49,0
954,2016,20191,KS,sumner,9494,2039,6844,412,0
955,2016,20193,KS,thomas,3483,467,2832,129,0
956,2016,20195,KS,trego,1459,193,1211,38,0
957,2016,20197,KS,wabaunsee,3340,773,2358,140,0
958,2016,20199,KS,wallace,779,45,711,15,0
959,2016,20201,KS,washington,2677,378,2136,118,0
960,2016,20203,KS,wichita,934,139,765,18,0
961,2016,20205,KS,wilson,3482,550,2747,130,0
962,2016,20207,KS,woodson,1420,270,1063,63,0
963,2016,20209,KS,wyandotte,47467,29346,15520,1682,0
964,2016,21001,KY,adair,8228,1323,6637,141,35
965,2016,21003,KY,allen,8085,1349,6466,161,46
966,2016,21005,KY,anderson,11414,2634,8242,319,54
967,2016,21007,KY,ballard,4097,816,3161,77,20
968,2016,21009,KY,barren,18473,4275,13483,455,93
969,2016,21011,KY,bath,4577,1361,3082,75,24
970,2016,21013,KY,bell,9714,1720,7764,144,42
971,2016,21015,KY,boone,57550,15026,39082,2299,380
972,2016,21017,KY,bourbon,8791,2791,5569,283,52
973,2016,21019,KY,boyd,20443,6021,13591,496,167
974,2016,21021,KY,boyle,12928,4281,8040,365,73
975,2016,21023,KY,bracken,3522,705,2711,51,20
976,2016,21025,KY,breathitt,5728,1537,3991,117,35
977,2016,21027,KY,breckinridge,8765,1960,6484,194,47
978,2016,21029,KY,bullitt,36036,8255,26210,964,253
979,2016,21031,KY,butler,5575,947,4428,136,11
980,2016,21033,KY,caldwell,5972,1260,4507,118,32
981,2016,21035,KY,calloway,16039,4749,10367,492,150
982,2016,21037,KY,campbell,42471,14658,25050,1789,422
983,2016,21039,KY,carlisle,2599,432,2094,42,12
984,2016,21041,KY,carroll,3851,1106,2588,100,24
985,2016,21043,KY,carter,10267,2276,7587,237,58
986,2016,21045,KY,casey,6438,767,5482,121,28
987,2016,21047,KY,christian,22069,7188,14108,474,120
988,2016,21049,KY,clark,16193,4706,10710,453,121
989,2016,21051,KY,clay,6762,752,5861,83,26
990,2016,21053,KY,clinton,4454,547,3809,60,15
991,2016,21055,KY,crittenden,4036,617,3290,76,17
992,2016,21057,KY,cumberland,3061,459,2502,67,11
993,2016,21059,KY,daviess,45752,14163,28907,1488,453
994,2016,21061,KY,edmonson,5239,979,4135,77,20
995,2016,21063,KY,elliott,2847,740,2000,67,19
996,2016,21065,KY,estill,5538,1108,4236,129,30
997,2016,21067,KY,fayette,136112,69776,56890,5230,1580
998,2016,21069,KY,fleming,6250,1348,4722,109,20
999,2016,21071,KY,floyd,16521,4015,11993,357,56
1000,2016,21073,KY,franklin,23840,10717,11819,725,236
1001,2016,21075,KY,fulton,2381,774,1549,35,7
1002,2016,21077,KY,gallatin,3334,749,2443,100,18
1003,2016,21079,KY,garrard,7613,1453,5904,157,33
1004,2016,21081,KY,grant,9551,1910,7268,226,71
1005,2016,21083,KY,graves,16582,3308,12671,411,80
1006,2016,21085,KY,grayson,10564,1959,8219,259,46
1007,2016,21087,KY,green,5331,832,4372,84,24
1008,2016,21089,KY,greenup,16265,4146,11546,319,109
1009,2016,21091,KY,hancock,4292,1244,2788,129,44
1010,2016,21093,KY,hardin,43113,13944,26970,1413,346
1011,2016,21095,KY,harlan,10744,1372,9129,156,39
1012,2016,21097,KY,harrison,7774,2031,5435,184,46
1013,2016,21099,KY,hart,7261,1730,5320,140,39
1014,2016,21101,KY,henderson,19692,6707,12159,507,142
1015,2016,21103,KY,henry,7142,1828,4944,224,58
1016,2016,21105,KY,hickman,2157,449,1657,26,6
1017,2016,21107,KY,hopkins,20325,4310,15277,478,97
1018,2016,21109,KY,jackson,5497,482,4889,79,20
1019,2016,21111,KY,jefferson,352778,190824,143758,10187,3224
1020,2016,21113,KY,jessamine,23292,6144,15474,829,170
1021,2016,21115,KY,johnson,9560,1250,8043,163,60
1022,2016,21117,KY,kenton,71905,24213,42958,3093,703
1023,2016,21119,KY,knott,5756,1245,4357,102,13
1024,2016,21121,KY,knox,12001,1761,9885,189,64
1025,2016,21123,KY,larue,6359,1278,4799,174,28
1026,2016,21125,KY,laurel,24811,3440,20592,473,114
1027,2016,21127,KY,lawrence,6037,1045,4816,107,32
1028,2016,21129,KY,lee,2663,444,2151,42,7
1029,2016,21131,KY,leslie,4487,400,4015,39,15
1030,2016,21133,KY,letcher,9131,1542,7293,210,37
1031,2016,21135,KY,lewis,5293,785,4363,95,16
1032,2016,21137,KY,lincoln,9555,1865,7338,226,44
1033,2016,21139,KY,livingston,4642,887,3570,115,24
1034,2016,21141,KY,logan,10896,2755,7778,229,43
1035,2016,21143,KY,lyon,3959,1045,2789,74,15
1036,2016,21151,KY,madison,37318,11793,23431,1189,353
1037,2016,21153,KY,magoffin,5113,1172,3824,66,17
1038,2016,21155,KY,marion,8108,2679,5122,215,33
1039,2016,21157,KY,marshall,16678,3672,12322,426,84
1040,2016,21159,KY,martin,3951,363,3503,52,13
1041,2016,21161,KY,mason,7212,1970,4944,173,38
1042,2016,21145,KY,mccracken,31284,9134,20774,839,217
1043,2016,21147,KY,mccreary,5772,664,5012,59,18
1044,2016,21149,KY,mclean,4565,988,3381,137,15
1045,2016,21163,KY,meade,12223,3026,8660,333,97
1046,2016,21165,KY,menifee,2779,700,2010,43,14
1047,2016,21167,KY,mercer,10579,2395,7740,275,68
1048,2016,21169,KY,metcalfe,4616,976,3491,86,22
1049,2016,21171,KY,monroe,4991,601,4278,76,13
1050,2016,21173,KY,montgomery,11437,3158,7856,264,68
1051,2016,21175,KY,morgan,4766,1006,3628,63,26
1052,2016,21177,KY,muhlenberg,13046,3272,9393,230,44
1053,2016,21179,KY,nelson,20761,6434,13430,565,131
1054,2016,21181,KY,nicholas,2837,787,1957,65,9
1055,2016,21183,KY,ohio,10398,2080,7942,207,64
1056,2016,21185,KY,oldham,32838,10268,20469,1229,282
1057,2016,21187,KY,owen,4997,1062,3745,122,25
1058,2016,21189,KY,owsley,1757,256,1474,24,0
1059,2016,21191,KY,pendleton,6006,1164,4604,145,27
1060,2016,21193,KY,perry,10566,2136,8158,168,47
1061,2016,21195,KY,pike,24637,4277,19740,411,86
1062,2016,21197,KY,powell,4952,1272,3513,118,27
1063,2016,21199,KY,pulaski,28015,4208,22900,562,127
1064,2016,21201,KY,robertson,1013,222,759,19,5
1065,2016,21203,KY,rockcastle,6686,915,5609,87,25
1066,2016,21205,KY,rowan,8829,3295,5174,207,85
1067,2016,21207,KY,russell,8171,1093,6863,153,14
1068,2016,21209,KY,scott,24159,7713,15052,853,139
1069,2016,21211,KY,shelby,20563,6276,13196,629,138
1070,2016,21213,KY,simpson,7524,2144,5077,200,38
1071,2016,21215,KY,spencer,9509,1921,7196,237,44
1072,2016,21217,KY,taylor,11301,2553,8320,233,53
1073,2016,21219,KY,todd,4771,1042,3612,64,26
1074,2016,21221,KY,trigg,6740,1587,4928,121,45
1075,2016,21223,KY,trimble,3786,879,2771,88,20
1076,2016,21225,KY,union,6209,1331,4701,115,29
1077,2016,21227,KY,warren,48416,16966,28673,1605,415
1078,2016,21229,KY,washington,5621,1420,4013,111,17
1079,2016,21231,KY,wayne,7988,1431,6370,116,30
1080,2016,21233,KY,webster,5804,1240,4397,111,22
1081,2016,21235,KY,whitley,13765,2067,11312,242,41
1082,2016,21237,KY,wolfe,2634,753,1804,42,9
1083,2016,21239,KY,woodford,13547,4958,7697,529,117
1084,2016,22001,LA,acadia,27386,5638,21159,281,106
1085,2016,22003,LA,allen,9245,2106,6867,102,50
1086,2016,22005,LA,ascension,54663,16471,36135,1182,324
1087,2016,22007,LA,assumption,10904,3931,6714,127,39
1088,2016,22009,LA,avoyelles,16581,5032,11163,188,69
1089,2016,22011,LA,beauregard,15078,2393,12238,225,64
1090,2016,22013,LA,bienville,7005,3129,3756,54,23
1091,2016,22015,LA,bossier,49818,12638,35451,1022,262
1092,2016,22017,LA,caddo,105737,53448,48977,1861,663
1093,2016,22019,LA,calcasieu,83773,26293,54182,1786,551
1094,2016,22021,LA,caldwell,4692,788,3822,28,14
1095,2016,22023,LA,cameron,3692,323,3256,57,16
1096,2016,22025,LA,catahoula,4856,1322,3479,17,14
1097,2016,22027,LA,claiborne,6421,2717,3585,45,25
1098,2016,22029,LA,concordia,8869,3272,5474,68,14
1099,2016,22031,LA,de soto,13497,5163,8067,128,33
1100,2016,22033,LA,east baton rouge,196332,102711,84620,4959,1642
1101,2016,22035,LA,east carroll,2939,1838,1059,16,6
1102,2016,22037,LA,east feliciana,10042,4235,5569,102,38
1103,2016,22039,LA,evangeline,14879,4208,10357,116,66
1104,2016,22041,LA,franklin,9162,2506,6514,68,28
1105,2016,22043,LA,grant,8819,1181,7406,126,34
1106,2016,22045,LA,iberia,32454,10698,20903,443,170
1107,2016,22047,LA,iberville,16043,8324,7320,165,92
1108,2016,22049,LA,jackson,7464,2139,5169,74,20
1109,2016,22051,LA,jefferson,181388,73540,100292,4297,1606
1110,2016,22053,LA,jefferson davis,14277,3080,10775,185,71
1111,2016,22059,LA,la salle,6568,605,5835,53,19
1112,2016,22055,LA,lafayette,105599,32726,68191,2833,851
1113,2016,22057,LA,lafourche,41644,8423,31958,734,233
1114,2016,22061,LA,lincoln,18664,7102,10761,440,120
1115,2016,22063,LA,livingston,57700,6950,48797,1149,292
1116,2016,22065,LA,madison,4732,2744,1927,17,15
1117,2016,22067,LA,morehouse,11852,5155,6502,73,46
1118,2016,22069,LA,natchitoches,16617,7143,8965,260,91
1119,2016,22071,LA,orleans,165619,133833,24267,3636,2544
1120,2016,22073,LA,ouachita,67987,24420,41712,980,343
1121,2016,22075,LA,plaquemines,10572,3347,6900,178,74
1122,2016,22077,LA,pointe coupee,11761,4764,6789,86,35
1123,2016,22079,LA,rapides,56838,18318,36814,858,314
1124,2016,22081,LA,red river,4422,1938,2391,47,11
1125,2016,22083,LA,richland,9596,3157,6286,67,35
1126,2016,22085,LA,sabine,9785,1703,7877,97,24
1127,2016,22087,LA,st. bernard,15807,4957,10232,308,169
1128,2016,22089,LA,st. charles,26190,8558,16620,592,186
1129,2016,22091,LA,st. helena,5964,3353,2497,43,18
1130,2016,22093,LA,st. james,12085,6418,5456,98,44
1131,2016,22095,LA,st. john the baptist,20740,12658,7569,228,122
1132,2016,22097,LA,st. landry,39970,17208,21966,349,181
1133,2016,22099,LA,st. martin,25749,8266,16872,303,121
1134,2016,22101,LA,st. mary,22871,8050,14353,245,85
1135,2016,22103,LA,st. tammany,124389,27716,90914,3409,1018
1136,2016,22105,LA,tangipahoa,52381,16869,33933,843,286
1137,2016,22107,LA,tensas,2543,1329,1180,13,8
1138,2016,22109,LA,terrebonne,43893,10664,31900,808,215
1139,2016,22111,LA,union,10894,2691,7972,108,32
1140,2016,22113,LA,vermilion,25253,4745,19807,387,115
1141,2016,22115,LA,vernon,16633,2665,13471,265,72
1142,2016,22117,LA,washington,18622,5690,12552,185,68
1143,2016,22119,LA,webster,18140,6259,11538,166,63
1144,2016,22121,LA,west baton rouge,12710,5382,6926,206,72
1145,2016,22123,LA,west carroll,4759,715,3970,27,10
1146,2016,22125,LA,west feliciana,5798,2247,3390,97,17
1147,2016,22127,LA,winn,6368,1643,4605,40,29
1148,2016,23001,ME,androscoggin,55340,22975,28189,3291,885
1149,2016,23003,ME,aroostook,34963,13377,19419,1651,516
1150,2016,23005,ME,cumberland,171249,102935,57697,7406,3211
1151,2016,23007,ME,franklin,16382,7001,7900,1102,379
1152,2016,23009,ME,hancock,31983,16107,13682,1553,641
1153,2016,23011,ME,kennebec,65999,29296,31753,3692,1258
1154,2016,23013,ME,knox,23021,12440,9148,898,535
1155,2016,23015,ME,lincoln,21432,10241,9727,1039,425
1156,2016,23017,ME,oxford,31094,12172,16214,2047,661
1157,2016,23019,ME,penobscot,80228,32832,41601,4378,1417
1158,2016,23021,ME,piscataquis,9144,3098,5403,464,179
1159,2016,23023,ME,sagadahoc,21596,10679,9304,1178,435
1160,2016,23025,ME,somerset,25968,9092,14998,1362,516
1161,2016,23027,ME,waldo,22630,10442,10378,1220,590
1162,2016,23029,ME,washington,16559,6358,9037,791,373
1163,2016,23031,ME,york,113962,55828,50388,5692,2054
1164,2016,24001,MD,allegany,27804,6665,20025,778,336
1165,2016,24003,MD,anne arundel,242939,116074,114509,9365,2991
1166,2016,24510,MD,baltimore city,208980,178562,22726,4073,3619
1167,2016,24005,MD,baltimore,335017,189437,131009,9998,4573
1168,2016,24009,MD,calvert,43445,16669,24680,1647,449
1169,2016,24011,MD,caroline,13282,3747,8999,415,121
1170,2016,24013,MD,carroll,84879,24314,55593,4011,961
1171,2016,24015,MD,cecil,42309,12651,27579,1544,535
1172,2016,24017,MD,charles,72480,46063,24163,1555,699
1173,2016,24019,MD,dorchester,14034,5695,7938,307,94
1174,2016,24021,MD,frederick,114962,51891,56472,5005,1594
1175,2016,24023,MD,garrett,12905,2252,10189,367,97
1176,2016,24025,MD,harford,124224,43803,74261,4686,1474
1177,2016,24027,MD,howard,146401,93808,44792,5716,2085
1178,2016,24029,MD,kent,9166,4178,4598,288,102
1179,2016,24031,MD,montgomery,408300,309761,82985,9917,5637
1180,2016,24033,MD,prince george's,351091,313627,29290,3963,4211
1181,2016,24035,MD,queen anne's,24633,7316,16211,855,251
1182,2016,24039,MD,somerset,8768,3484,5056,171,57
1183,2016,24037,MD,st. mary's,45169,15786,26889,2042,452
1184,2016,24041,MD,talbot,18731,7865,10098,586,182
1185,2016,24043,MD,washington,60731,19193,38842,1992,704
1186,2016,24045,MD,wicomico,38722,16327,20832,1175,388
1187,2016,24047,MD,worcester,25571,8783,15910,651,227
1188,2016,25001,MA,barnstable,132667,71632,53842,5304,1889
1189,2016,25003,MA,berkshire,64507,43540,16799,2549,1619
1190,2016,25005,MA,bristol,246068,127619,104775,10069,3605
1191,2016,25007,MA,dukes,11434,8338,2474,364,258
1192,2016,25009,MA,essex,376140,220027,135405,16093,4615
1193,2016,25011,MA,franklin,37987,24369,10327,1886,1405
1194,2016,25013,MA,hampden,200220,110313,78230,8262,3415
1195,2016,25015,MA,hampshire,82329,54572,22089,3078,2590
1196,2016,25017,MA,middlesex,767337,508919,216163,31984,10271
1197,2016,25019,MA,nantucket,6404,4144,1892,260,108
1198,2016,25021,MA,norfolk,357781,219129,119171,15497,3984
1199,2016,25023,MA,plymouth,264168,133828,114722,12459,3159
1200,2016,25025,MA,suffolk,303517,241212,50042,7891,4372
1201,2016,25027,MA,worcester,380972,197126,157138,21088,5620
1202,2016,26001,MI,alcona,6179,1732,4201,164,54
1203,2016,26003,MI,alger,4513,1663,2585,177,67
1204,2016,26005,MI,allegan,55153,17932,33812,2498,595
1205,2016,26007,MI,alpena,14688,4877,9090,498,160
1206,2016,26009,MI,antrim,13572,4448,8469,459,146
1207,2016,26011,MI,arenac,7457,2238,4704,434,54
1208,2016,26013,MI,baraga,3486,1156,2158,106,49
1209,2016,26015,MI,barry,30265,9109,19197,1424,346
1210,2016,26017,MI,bay,52932,21641,28327,2189,544
1211,2016,26019,MI,benzie,10221,4108,5539,382,149
1212,2016,26021,MI,berrien,71882,29496,38646,2760,662
1213,2016,26023,MI,branch,16490,4740,11025,525,140
1214,2016,26025,MI,calhoun,58786,24154,31489,2282,631
1215,2016,26027,MI,cass,23272,7270,14241,1453,199
1216,2016,26029,MI,charlevoix,14567,5137,8674,532,178
1217,2016,26031,MI,cheboygan,13647,4302,8680,463,140
1218,2016,26033,MI,chippewa,15434,5378,9120,583,243
1219,2016,26035,MI,clare,13385,4250,8507,435,120
1220,2016,26037,MI,clinton,40564,16490,21635,1885,379
1221,2016,26039,MI,crawford,6833,2110,4354,267,66
1222,2016,26041,MI,delta,18467,6431,11112,660,182
1223,2016,26043,MI,dickinson,13140,3923,8580,450,123
1224,2016,26045,MI,eaton,55686,24534,27608,2617,602
1225,2016,26047,MI,emmet,18774,6972,10616,806,279
1226,2016,26049,MI,genesee,196135,102744,84174,6221,2193
1227,2016,26051,MI,gladwin,12472,3794,8124,393,87
1228,2016,26053,MI,gogebic,7313,2925,4019,213,118
1229,2016,26055,MI,grand traverse,51460,20964,27412,2149,756
1230,2016,26057,MI,gratiot,16442,5665,9878,687,140
1231,2016,26059,MI,hillsdale,19880,4799,14094,700,184
1232,2016,26061,MI,houghton,15623,6018,8475,837,216
1233,2016,26063,MI,huron,15848,4579,10629,477,104
1234,2016,26065,MI,ingham,133478,81266,44354,5369,1876
1235,2016,26067,MI,ionia,26364,8206,16374,1338,286
1236,2016,26069,MI,iosco,13349,4344,8344,459,146
1237,2016,26071,MI,iron,5910,2004,3675,175,36
1238,2016,26073,MI,isabella,25344,11404,12338,1093,396
1239,2016,26075,MI,jackson,69567,25795,39793,2901,713
1240,2016,26077,MI,kalamazoo,125966,67142,51031,5643,1634
1241,2016,26079,MI,kalkaska,8920,2279,6213,283,118
1242,2016,26081,MI,kent,306270,138567,147959,14235,3995
1243,2016,26083,MI,keweenaw,1429,527,814,62,20
1244,2016,26085,MI,lake,5328,1939,3159,152,48
1245,2016,26087,MI,lapeer,45126,12734,30037,1730,426
1246,2016,26089,MI,leelanau,14757,6774,7239,510,197
1247,2016,26091,MI,lenawee,45895,16750,26428,2044,449
1248,2016,26093,MI,livingston,105577,34378,65665,4261,911
1249,2016,26095,MI,luce,2576,681,1756,103,29
1250,2016,26097,MI,mackinac,6088,2085,3740,180,68
1251,2016,26099,MI,macomb,418773,176238,224589,12860,3886
1252,2016,26101,MI,manistee,12598,4979,6915,456,200
1253,2016,26103,MI,marquette,32897,16042,14646,1458,583
1254,2016,26105,MI,mason,14658,5281,8505,601,189
1255,2016,26107,MI,mecosta,17149,5827,10305,697,229
1256,2016,26109,MI,menominee,10765,3539,6704,351,118
1257,2016,26111,MI,midland,42379,15655,23877,2224,408
1258,2016,26113,MI,missaukee,7301,1565,5386,241,74
1259,2016,26115,MI,monroe,74101,26859,43255,2985,707
1260,2016,26117,MI,montcalm,26556,7874,16907,1316,292
1261,2016,26119,MI,montmorency,5008,1286,3498,159,44
1262,2016,26121,MI,muskegon,77114,36640,35962,3170,962
1263,2016,26123,MI,newaygo,22605,6212,15174,878,197
1264,2016,26125,MI,oakland,663255,342976,289127,23143,6397
1265,2016,26127,MI,oceana,11903,3973,7228,492,116
1266,2016,26129,MI,ogemaw,10386,3030,6827,353,118
1267,2016,26131,MI,ontonagon,3420,1175,2069,128,29
1268,2016,26133,MI,osceola,10597,2705,7336,401,96
1269,2016,26135,MI,oscoda,4062,1044,2843,140,18
1270,2016,26137,MI,otsego,12529,3556,8266,482,163
1271,2016,26139,MI,ottawa,145405,46276,90456,6476,1462
1272,2016,26141,MI,presque isle,7215,2400,4486,237,50
1273,2016,26143,MI,roscommon,13036,4287,8141,413,142
1274,2016,26145,MI,saginaw,94198,44395,45469,3199,780
1275,2016,26151,MI,sanilac,19243,4873,13446,662,170
1276,2016,26153,MI,schoolcraft,4151,1369,2556,165,31
1277,2016,26155,MI,shiawassee,34044,12547,19232,1660,362
1278,2016,26147,MI,st. clair,77994,24553,49067,2972,276
1279,2016,26149,MI,st. joseph,23765,7529,14886,935,290
1280,2016,26157,MI,tuscola,26157,7493,17421,887,216
1281,2016,26159,MI,van buren,33213,13258,17890,1480,417
1282,2016,26161,MI,washtenaw,187201,128025,50335,5806,2468
1283,2016,26163,MI,wayne,775450,517842,228908,18787,7764
1284,2016,26165,MI,wexford,15279,4436,10000,579,192
1285,2016,27001,MN,aitkin,9185,3134,5516,263,67
1286,2016,27003,MN,anoka,184084,75499,93341,7726,2123
1287,2016,27005,MN,becker,17090,5208,10880,580,130
1288,2016,27007,MN,beltrami,21316,8688,10783,780,420
1289,2016,27009,MN,benton,19911,5640,12872,683,245
1290,2016,27011,MN,big stone,2729,921,1607,94,20
1291,2016,27013,MN,blue earth,33256,14428,15667,1604,587
1292,2016,27015,MN,brown,13663,3763,8708,503,136
1293,2016,27017,MN,carlton,18059,8460,8160,703,233
1294,2016,27019,MN,carver,55102,21508,29057,2461,488
1295,2016,27021,MN,cass,15885,4949,9982,414,212
1296,2016,27023,MN,chippewa,6182,1978,3764,209,70
1297,2016,27025,MN,chisago,30009,9279,18441,1213,317
1298,2016,27027,MN,clay,29108,12974,13549,1486,416
1299,2016,27029,MN,clearwater,4225,1100,2925,94,33
1300,2016,27031,MN,cook,3360,1912,1156,105,77
1301,2016,27033,MN,cottonwood,5697,1678,3679,150,41
1302,2016,27035,MN,crow wing,35568,10982,22287,1174,311
1303,2016,27037,MN,dakota,228659,110251,99624,9867,2664
1304,2016,27039,MN,dodge,10564,3102,6527,454,98
1305,2016,27041,MN,douglas,21623,6227,13966,781,167
1306,2016,27043,MN,faribault,7355,2153,4659,271,63
1307,2016,27045,MN,fillmore,10976,3872,6271,409,103
1308,2016,27047,MN,freeborn,15929,6041,8808,511,169
1309,2016,27049,MN,goodhue,25538,9446,14041,1130,262
1310,2016,27051,MN,grant,3453,1104,2063,159,27
1311,2016,27053,MN,hennepin,672644,429283,191768,24400,10310
1312,2016,27055,MN,houston,10515,4145,5616,394,135
1313,2016,27057,MN,hubbard,11423,3432,7269,342,132
1314,2016,27059,MN,isanti,20875,5656,13635,765,219
1315,2016,27061,MN,itasca,23650,9015,12920,792,274
1316,2016,27063,MN,jackson,5453,1492,3609,181,49
1317,2016,27065,MN,kanabec,8125,2327,5230,298,81
1318,2016,27067,MN,kandiyohi,21648,7266,12785,927,164
1319,2016,27069,MN,kittson,2363,823,1349,121,15
1320,2016,27071,MN,koochiching,6313,2306,3569,207,69
1321,2016,27073,MN,lac qui parle,3835,1301,2294,106,32
1322,2016,27075,MN,lake,6472,3077,2932,215,93
1323,2016,27077,MN,lake of the woods,2230,553,1540,67,16
1324,2016,27079,MN,le sueur,14867,4623,9182,514,146
1325,2016,27081,MN,lincoln,3002,860,1930,112,18
1326,2016,27083,MN,lyon,12129,3825,7256,523,115
1327,2016,27087,MN,mahnomen,2074,930,991,54,34
1328,2016,27089,MN,marshall,4794,1225,3208,204,30
1329,2016,27091,MN,martin,10469,2733,7062,343,79
1330,2016,27085,MN,mcleod,18684,4978,12155,857,135
1331,2016,27093,MN,meeker,12198,3192,8103,449,94
1332,2016,27095,MN,mille lacs,12948,3709,8340,451,128
