,state_abbr,county_name,party,votes_total_2016
1,AL,Autauga,GOP,18110.0
2,AL,Autauga,DEM,5908.0
3,AL,Autauga,IND,538.0
4,AL,Autauga,IND,105.0
5,AL,Baldwin,GOP,72780.0
6,AL,Baldwin,DEM,18409.0
7,AL,Baldwin,IND,2448.0
8,AL,Baldwin,IND,453.0
9,AL,Barbour,GOP,5431.0
10,AL,Barbour,DEM,4848.0
11,AL,Barbour,IND,93.0
12,AL,Barbour,IND,18.0
13,AL,Bibb,GOP,6733.0
14,AL,Bibb,DEM,1874.0
15,AL,Bibb,IND,124.0
16,AL,Bibb,IND,17.0
17,AL,Blount,GOP,22808.0
18,AL,Blount,DEM,2150.0
19,AL,Blount,IND,337.0
20,AL,Blount,IND,89.0
21,AL,Bullock,DEM,3530.0
22,AL,Bullock,GOP,1139.0
23,AL,Bullock,IND,22.0
24,AL,Bullock,IND,10.0
25,AL,Butler,GOP,4891.0
26,AL,Butler,DEM,3716.0
27,AL,Butler,IND,65.0
28,AL,Butler,IND,13.0
29,AL,Calhoun,GOP,32803.0
30,AL,Calhoun,DEM,13197.0
31,AL,Calhoun,IND,1114.0
32,AL,Calhoun,IND,262.0
33,AL,Chambers,GOP,7803.0
34,AL,Chambers,DEM,5763.0
35,AL,Chambers,IND,168.0
36,AL,Chambers,IND,44.0
37,AL,Cherokee,GOP,8809.0
38,AL,Cherokee,DEM,1524.0
39,AL,Cherokee,IND,145.0
40,AL,Cherokee,IND,25.0
41,AL,Chilton,GOP,15068.0
42,AL,Chilton,DEM,2909.0
43,AL,Chilton,IND,226.0
44,AL,Chilton,IND,52.0
45,AL,Choctaw,GOP,4102.0
46,AL,Choctaw,DEM,3109.0
47,AL,Choctaw,IND,51.0
48,AL,Choctaw,IND,6.0
49,AL,Clarke,GOP,7109.0
50,AL,Clarke,DEM,5712.0
51,AL,Clarke,IND,98.0
52,AL,Clarke,IND,17.0
53,AL,Clay,GOP,5230.0
54,AL,Clay,DEM,1234.0
55,AL,Clay,IND,92.0
56,AL,Clay,IND,16.0
57,AL,Cleburne,GOP,5738.0
58,AL,Cleburne,DEM,684.0
59,AL,Cleburne,IND,90.0
60,AL,Cleburne,IND,20.0
61,AL,Coffee,GOP,15825.0
62,AL,Coffee,DEM,4194.0
63,AL,Coffee,IND,392.0
64,AL,Coffee,IND,102.0
65,AL,Colbert,GOP,16718.0
66,AL,Colbert,DEM,7296.0
67,AL,Colbert,IND,506.0
68,AL,Colbert,IND,106.0
69,AL,Conecuh,GOP,3413.0
70,AL,Conecuh,DEM,3069.0
71,AL,Conecuh,IND,51.0
72,AL,Conecuh,IND,10.0
73,AL,Coosa,GOP,3376.0
74,AL,Coosa,DEM,1780.0
75,AL,Coosa,IND,53.0
76,AL,Coosa,IND,14.0
77,AL,Covington,GOP,13222.0
78,AL,Covington,DEM,2379.0
79,AL,Covington,IND,181.0
80,AL,Covington,IND,36.0
81,AL,Crenshaw,GOP,4511.0
82,AL,Crenshaw,DEM,1663.0
83,AL,Crenshaw,IND,64.0
84,AL,Crenshaw,IND,14.0
85,AL,Cullman,GOP,32734.0
86,AL,Cullman,DEM,3730.0
87,AL,Cullman,IND,682.0
88,AL,Cullman,IND,132.0
89,AL,Dale,GOP,13798.0
90,AL,Dale,DEM,4408.0
91,AL,Dale,IND,349.0
92,AL,Dale,IND,62.0
93,AL,Dallas,DEM,12826.0
94,AL,Dallas,GOP,5784.0
95,AL,Dallas,IND,96.0
96,AL,Dallas,IND,24.0
97,AL,DeKalb,GOP,21779.0
98,AL,DeKalb,DEM,3682.0
99,AL,DeKalb,IND,469.0
100,AL,DeKalb,IND,156.0
101,AL,Elmore,GOP,27619.0
102,AL,Elmore,DEM,8436.0
103,AL,Elmore,IND,738.0
104,AL,Elmore,IND,112.0
105,AL,Escambia,GOP,10282.0
106,AL,Escambia,DEM,4698.0
107,AL,Escambia,IND,195.0
108,AL,Escambia,IND,38.0
109,AL,Etowah,GOP,32132.0
110,AL,Etowah,DEM,10350.0
111,AL,Etowah,IND,829.0
112,AL,Etowah,IND,163.0
113,AL,Fayette,GOP,6705.0
114,AL,Fayette,DEM,1358.0
115,AL,Fayette,IND,109.0
116,AL,Fayette,IND,24.0
117,AL,Franklin,GOP,9466.0
118,AL,Franklin,DEM,2197.0
119,AL,Franklin,IND,238.0
120,AL,Franklin,IND,54.0
121,AL,Geneva,GOP,9967.0
122,AL,Geneva,DEM,1522.0
123,AL,Geneva,IND,147.0
124,AL,Geneva,IND,23.0
125,AL,Greene,DEM,4006.0
126,AL,Greene,GOP,838.0
127,AL,Greene,IND,13.0
128,AL,Greene,IND,5.0
129,AL,Hale,DEM,4772.0
130,AL,Hale,GOP,3172.0
131,AL,Hale,IND,54.0
132,AL,Hale,IND,12.0
133,AL,Henry,GOP,5623.0
134,AL,Henry,DEM,2286.0
135,AL,Henry,IND,91.0
136,AL,Henry,IND,17.0
137,AL,Houston,GOP,30567.0
138,AL,Houston,DEM,10547.0
139,AL,Houston,IND,772.0
140,AL,Houston,IND,144.0
141,AL,Jackson,GOP,16643.0
142,AL,Jackson,DEM,3663.0
143,AL,Jackson,IND,389.0
144,AL,Jackson,IND,90.0
145,AL,Jefferson,DEM,151581.0
146,AL,Jefferson,GOP,130614.0
147,AL,Jefferson,IND,6407.0
148,AL,Jefferson,IND,1509.0
149,AL,Lamar,GOP,5819.0
150,AL,Lamar,DEM,1035.0
151,AL,Lamar,IND,62.0
152,AL,Lamar,IND,15.0
153,AL,Lauderdale,GOP,27735.0
154,AL,Lauderdale,DEM,9877.0
155,AL,Lauderdale,IND,981.0
156,AL,Lauderdale,IND,220.0
157,AL,Lawrence,GOP,10732.0
158,AL,Lawrence,DEM,3611.0
159,AL,Lawrence,IND,249.0
160,AL,Lawrence,IND,31.0
161,AL,Lee,GOP,34321.0
162,AL,Lee,DEM,20987.0
163,AL,Lee,IND,1998.0
164,AL,Lee,IND,362.0
165,AL,Limestone,GOP,28824.0
166,AL,Limestone,DEM,9340.0
167,AL,Limestone,IND,1036.0
168,AL,Limestone,IND,200.0
169,AL,Lowndes,DEM,4882.0
170,AL,Lowndes,GOP,1751.0
171,AL,Lowndes,IND,32.0
172,AL,Lowndes,IND,11.0
173,AL,Macon,DEM,7237.0
174,AL,Macon,GOP,1394.0
175,AL,Macon,IND,69.0
176,AL,Macon,IND,48.0
177,AL,Madison,GOP,89199.0
178,AL,Madison,DEM,62435.0
179,AL,Madison,IND,6591.0
180,AL,Madison,IND,1248.0
181,AL,Marengo,DEM,5607.0
182,AL,Marengo,GOP,5224.0
183,AL,Marengo,IND,104.0
184,AL,Marengo,IND,13.0
185,AL,Marion,GOP,11273.0
186,AL,Marion,DEM,1432.0
187,AL,Marion,IND,181.0
188,AL,Marion,IND,26.0
189,AL,Marshall,GOP,29217.0
190,AL,Marshall,DEM,4913.0
191,AL,Marshall,IND,677.0
192,AL,Marshall,IND,158.0
193,AL,Mobile,GOP,91087.0
194,AL,Mobile,DEM,68429.0
195,AL,Mobile,IND,3113.0
196,AL,Mobile,IND,758.0
197,AL,Monroe,GOP,5771.0
198,AL,Monroe,DEM,4310.0
199,AL,Monroe,IND,88.0
200,AL,Monroe,IND,16.0
201,AL,Montgomery,DEM,58669.0
202,AL,Montgomery,GOP,33928.0
203,AL,Montgomery,IND,1486.0
204,AL,Montgomery,IND,489.0
205,AL,Morgan,GOP,37392.0
206,AL,Morgan,DEM,11216.0
207,AL,Morgan,IND,1165.0
208,AL,Morgan,IND,218.0
209,AL,Perry,DEM,3823.0
210,AL,Perry,GOP,1403.0
211,AL,Perry,IND,23.0
212,AL,Perry,IND,6.0
213,AL,Pickens,GOP,5454.0
214,AL,Pickens,DEM,3972.0
215,AL,Pickens,IND,49.0
216,AL,Pickens,IND,19.0
217,AL,Pike,GOP,7681.0
218,AL,Pike,DEM,5039.0
219,AL,Pike,IND,257.0
220,AL,Pike,IND,48.0
221,AL,Randolph,GOP,7697.0
222,AL,Randolph,DEM,2290.0
223,AL,Randolph,IND,124.0
224,AL,Randolph,IND,19.0
225,AL,Russell,DEM,9577.0
226,AL,Russell,GOP,9210.0
227,AL,Russell,IND,281.0
228,AL,Russell,IND,68.0
229,AL,Shelby,GOP,72846.0
230,AL,Shelby,DEM,22927.0
231,AL,Shelby,IND,2956.0
232,AL,Shelby,IND,479.0
233,AL,St. Clair,GOP,31579.0
234,AL,St. Clair,DEM,5550.0
235,AL,St. Clair,IND,678.0
236,AL,St. Clair,IND,130.0
237,AL,Sumter,DEM,4739.0
238,AL,Sumter,GOP,1581.0
239,AL,Sumter,IND,57.0
240,AL,Sumter,IND,14.0
241,AL,Talladega,GOP,20596.0
242,AL,Talladega,DEM,12108.0
243,AL,Talladega,IND,409.0
244,AL,Talladega,IND,105.0
245,AL,Tallapoosa,GOP,12967.0
246,AL,Tallapoosa,DEM,5271.0
247,AL,Tallapoosa,IND,217.0
248,AL,Tallapoosa,IND,49.0
249,AL,Tuscaloosa,GOP,47701.0
250,AL,Tuscaloosa,DEM,31746.0
251,AL,Tuscaloosa,IND,1871.0
252,AL,Tuscaloosa,IND,390.0
253,AL,Walker,GOP,24208.0
254,AL,Walker,DEM,4486.0
255,AL,Walker,IND,454.0
256,AL,Walker,IND,95.0
257,AL,Washington,GOP,6031.0
258,AL,Washington,DEM,2366.0
259,AL,Washington,IND,73.0
260,AL,Washington,IND,22.0
261,AL,Wilcox,DEM,4329.0
262,AL,Wilcox,GOP,1737.0
263,AL,Wilcox,IND,22.0
264,AL,Wilcox,IND,7.0
265,AL,Winston,GOP,9225.0
266,AL,Winston,DEM,871.0
267,AL,Winston,IND,130.0
268,AL,Winston,IND,29.0
269,AK,Alaska,GOP,130415.0
270,AK,Alaska,DEM,93007.0
271,AK,Alaska,LIB,14593.0
272,AK,Alaska,GRN,4445.0
273,AK,Alaska,OTH,4128.0
274,AZ,Apache,DEM,12196.0
275,AZ,Apache,GOP,5315.0
276,AZ,Apache,LIB,822.0
277,AZ,Apache,GRN,326.0
278,AZ,Cochise,GOP,25036.0
279,AZ,Cochise,DEM,15291.0
280,AZ,Cochise,LIB,2022.0
281,AZ,Cochise,GRN,798.0
282,AZ,Coconino,DEM,25308.0
283,AZ,Coconino,GOP,16573.0
284,AZ,Coconino,LIB,2117.0
285,AZ,Coconino,GRN,931.0
286,AZ,Gila,GOP,13672.0
287,AZ,Gila,DEM,6746.0
288,AZ,Gila,LIB,776.0
289,AZ,Gila,GRN,204.0
290,AZ,Graham,GOP,8025.0
291,AZ,Graham,DEM,3301.0
292,AZ,Graham,LIB,497.0
293,AZ,Graham,GRN,116.0
294,AZ,Greenlee,GOP,1892.0
295,AZ,Greenlee,DEM,1092.0
296,AZ,Greenlee,LIB,200.0
297,AZ,Greenlee,GRN,59.0
298,AZ,La Paz,GOP,3381.0
299,AZ,La Paz,DEM,1318.0
300,AZ,La Paz,LIB,177.0
301,AZ,La Paz,GRN,55.0
302,AZ,Maricopa,GOP,590465.0
303,AZ,Maricopa,DEM,549040.0
304,AZ,Maricopa,LIB,48732.0
305,AZ,Maricopa,GRN,13697.0
306,AZ,Mohave,GOP,54656.0
307,AZ,Mohave,DEM,16485.0
308,AZ,Mohave,LIB,2386.0
309,AZ,Mohave,GRN,662.0
310,AZ,Navajo,GOP,18165.0
311,AZ,Navajo,DEM,15362.0
312,AZ,Navajo,LIB,1248.0
313,AZ,Navajo,GRN,634.0
314,AZ,Pima,DEM,195649.0
315,AZ,Pima,GOP,147019.0
316,AZ,Pima,LIB,13065.0
317,AZ,Pima,GRN,5029.0
318,AZ,Pinal,GOP,53857.0
319,AZ,Pinal,DEM,35737.0
320,AZ,Pinal,LIB,3246.0
321,AZ,Pinal,GRN,965.0
322,AZ,Santa Cruz,DEM,10684.0
323,AZ,Santa Cruz,GOP,3650.0
324,AZ,Santa Cruz,LIB,395.0
325,AZ,Santa Cruz,GRN,197.0
326,AZ,Yavapai,GOP,58862.0
327,AZ,Yavapai,DEM,29705.0
328,AZ,Yavapai,LIB,3069.0
329,AZ,Yavapai,GRN,1144.0
330,AZ,Yuma,GOP,20586.0
331,AZ,Yuma,DEM,18336.0
332,AZ,Yuma,LIB,1399.0
333,AZ,Yuma,GRN,438.0
334,AR,Arkansas,GOP,3825.0
335,AR,Arkansas,DEM,1939.0
336,AR,Arkansas,OTH,213.0
337,AR,Arkansas,LIB,126.0
338,AR,Arkansas,GRN,64.0
339,AR,Ashley,GOP,5338.0
340,AR,Ashley,DEM,2408.0
341,AR,Ashley,LIB,156.0
342,AR,Ashley,OTH,91.0
343,AR,Ashley,GRN,34.0
344,AR,Baxter,GOP,14655.0
345,AR,Baxter,DEM,4163.0
346,AR,Baxter,LIB,451.0
347,AR,Baxter,OTH,165.0
348,AR,Baxter,GRN,138.0
349,AR,Benton,GOP,60751.0
350,AR,Benton,DEM,27894.0
351,AR,Benton,LIB,3856.0
352,AR,Benton,GRN,946.0
353,AR,Benton,OTH,815.0
354,AR,Boone,GOP,12225.0
355,AR,Boone,DEM,2925.0
356,AR,Boone,LIB,379.0
357,AR,Boone,OTH,249.0
358,AR,Boone,GRN,134.0
359,AR,Bradley,GOP,2163.0
360,AR,Bradley,DEM,1317.0
361,AR,Bradley,LIB,73.0
362,AR,Bradley,OTH,48.0
363,AR,Bradley,GRN,16.0
364,AR,Calhoun,GOP,1554.0
365,AR,Calhoun,DEM,636.0
366,AR,Calhoun,LIB,44.0
367,AR,Calhoun,OTH,13.0
368,AR,Calhoun,GRN,3.0
369,AR,Carroll,GOP,6773.0
370,AR,Carroll,DEM,3334.0
371,AR,Carroll,LIB,237.0
372,AR,Carroll,GRN,210.0
373,AR,Carroll,OTH,102.0
374,AR,Chicot,DEM,2350.0
375,AR,Chicot,GOP,1716.0
376,AR,Chicot,LIB,35.0
377,AR,Chicot,OTH,33.0
378,AR,Chicot,GRN,15.0
379,AR,Clark,GOP,4398.0
380,AR,Clark,DEM,3606.0
381,AR,Clark,LIB,196.0
382,AR,Clark,OTH,97.0
383,AR,Clark,GRN,68.0
384,AR,Clay,GOP,3779.0
385,AR,Clay,DEM,1999.0
386,AR,Clay,LIB,100.0
387,AR,Clay,OTH,65.0
388,AR,Clay,GRN,35.0
389,AR,Cleburne,GOP,9454.0
390,AR,Cleburne,DEM,2101.0
391,AR,Cleburne,LIB,229.0
392,AR,Cleburne,OTH,121.0
393,AR,Cleburne,GRN,63.0
394,AR,Cleveland,GOP,2460.0
395,AR,Cleveland,DEM,723.0
396,AR,Cleveland,LIB,59.0
397,AR,Cleveland,OTH,49.0
398,AR,Cleveland,GRN,8.0
399,AR,Columbia,GOP,5456.0
400,AR,Columbia,DEM,3140.0
401,AR,Columbia,LIB,117.0
402,AR,Columbia,OTH,84.0
403,AR,Columbia,GRN,40.0
404,AR,Conway,GOP,4844.0
405,AR,Conway,DEM,2655.0
406,AR,Conway,LIB,171.0
407,AR,Conway,OTH,124.0
408,AR,Conway,GRN,43.0
409,AR,Craighead,GOP,22798.0
410,AR,Craighead,DEM,10474.0
411,AR,Craighead,LIB,1026.0
412,AR,Craighead,OTH,367.0
413,AR,Craighead,GRN,303.0
414,AR,Crawford,GOP,16655.0
415,AR,Crawford,DEM,4476.0
416,AR,Crawford,LIB,578.0
417,AR,Crawford,OTH,273.0
418,AR,Crawford,GRN,173.0
419,AR,Crittenden,DEM,8368.0
420,AR,Crittenden,GOP,6953.0
421,AR,Crittenden,LIB,242.0
422,AR,Crittenden,OTH,140.0
423,AR,Crittenden,GRN,95.0
424,AR,Cross,GOP,4577.0
425,AR,Cross,DEM,1995.0
426,AR,Cross,OTH,130.0
427,AR,Cross,LIB,105.0
428,AR,Cross,GRN,24.0
429,AR,Dallas,GOP,1507.0
430,AR,Dallas,DEM,1165.0
431,AR,Dallas,OTH,31.0
432,AR,Dallas,LIB,26.0
433,AR,Dallas,GRN,12.0
434,AR,Desha,DEM,2227.0
435,AR,Desha,GOP,1915.0
436,AR,Desha,LIB,44.0
437,AR,Desha,OTH,36.0
438,AR,Desha,GRN,4.0
439,AR,Drew,GOP,3967.0
440,AR,Drew,DEM,2364.0
441,AR,Drew,LIB,108.0
442,AR,Drew,OTH,70.0
443,AR,Drew,GRN,43.0
444,AR,Faulkner,GOP,29170.0
445,AR,Faulkner,DEM,14525.0
446,AR,Faulkner,LIB,1639.0
447,AR,Faulkner,OTH,523.0
448,AR,Faulkner,GRN,507.0
449,AR,Franklin,GOP,5034.0
450,AR,Franklin,DEM,1376.0
451,AR,Franklin,LIB,177.0
452,AR,Franklin,OTH,77.0
453,AR,Franklin,GRN,34.0
454,AR,Fulton,GOP,3470.0
455,AR,Fulton,DEM,1067.0
456,AR,Fulton,LIB,107.0
457,AR,Fulton,OTH,59.0
458,AR,Fulton,GRN,41.0
459,AR,Garland,GOP,26053.0
460,AR,Garland,DEM,12283.0
461,AR,Garland,LIB,984.0
462,AR,Garland,OTH,630.0
463,AR,Garland,GRN,387.0
464,AR,Grant,GOP,5160.0
465,AR,Grant,DEM,1407.0
466,AR,Grant,LIB,175.0
467,AR,Grant,OTH,83.0
468,AR,Grant,GRN,30.0
469,AR,Greene,GOP,10698.0
470,AR,Greene,DEM,3056.0
471,AR,Greene,LIB,401.0
472,AR,Greene,OTH,170.0
473,AR,Greene,GRN,97.0
474,AR,Hempstead,GOP,4391.0
475,AR,Hempstead,DEM,2371.0
476,AR,Hempstead,LIB,105.0
477,AR,Hempstead,OTH,95.0
478,AR,Hempstead,GRN,22.0
479,AR,Hot Spring,GOP,8153.0
480,AR,Hot Spring,DEM,3137.0
481,AR,Hot Spring,LIB,237.0
482,AR,Hot Spring,OTH,176.0
483,AR,Hot Spring,GRN,112.0
484,AR,Howard,GOP,3155.0
485,AR,Howard,DEM,1350.0
486,AR,Howard,LIB,60.0
487,AR,Howard,OTH,47.0
488,AR,Howard,GRN,22.0
489,AR,Independence,GOP,9925.0
490,AR,Independence,DEM,2878.0
491,AR,Independence,LIB,350.0
492,AR,Independence,OTH,205.0
493,AR,Independence,GRN,85.0
494,AR,Izard,GOP,4042.0
495,AR,Izard,DEM,1111.0
496,AR,Izard,LIB,125.0
497,AR,Izard,OTH,73.0
498,AR,Izard,GRN,45.0
499,AR,Jackson,GOP,3262.0
500,AR,Jackson,DEM,1583.0
501,AR,Jackson,OTH,111.0
502,AR,Jackson,LIB,111.0
503,AR,Jackson,GRN,26.0
504,AR,Jefferson,DEM,15721.0
505,AR,Jefferson,GOP,9231.0
506,AR,Jefferson,LIB,294.0
507,AR,Jefferson,OTH,281.0
508,AR,Jefferson,GRN,156.0
509,AR,Johnson,GOP,6072.0
510,AR,Johnson,DEM,2421.0
511,AR,Johnson,LIB,293.0
512,AR,Johnson,OTH,121.0
513,AR,Johnson,GRN,90.0
514,AR,Lafayette,GOP,1750.0
515,AR,Lafayette,DEM,1028.0
516,AR,Lafayette,OTH,26.0
517,AR,Lafayette,LIB,26.0
518,AR,Lafayette,GRN,5.0
519,AR,Lawrence,GOP,4064.0
520,AR,Lawrence,DEM,1263.0
521,AR,Lawrence,LIB,165.0
522,AR,Lawrence,OTH,98.0
523,AR,Lawrence,GRN,39.0
524,AR,Lee,DEM,1735.0
525,AR,Lee,GOP,1229.0
526,AR,Lee,OTH,18.0
527,AR,Lee,LIB,16.0
528,AR,Lee,GRN,6.0
529,AR,Lincoln,GOP,2455.0
530,AR,Lincoln,DEM,1252.0
531,AR,Lincoln,LIB,48.0
532,AR,Lincoln,OTH,43.0
533,AR,Lincoln,GRN,16.0
534,AR,Little River,GOP,3604.0
535,AR,Little River,DEM,1397.0
536,AR,Little River,OTH,92.0
537,AR,Little River,LIB,85.0
538,AR,Little River,GRN,14.0
539,AR,Logan,GOP,5737.0
540,AR,Logan,DEM,1712.0
541,AR,Logan,LIB,195.0
542,AR,Logan,OTH,141.0
543,AR,Logan,GRN,54.0
544,AR,Lonoke,GOP,19902.0
545,AR,Lonoke,DEM,5638.0
546,AR,Lonoke,LIB,760.0
547,AR,Lonoke,OTH,296.0
548,AR,Lonoke,GRN,170.0
549,AR,Madison,GOP,4917.0
550,AR,Madison,DEM,1587.0
551,AR,Madison,LIB,144.0
552,AR,Madison,OTH,80.0
553,AR,Madison,GRN,54.0
554,AR,Marion,GOP,5077.0
555,AR,Marion,DEM,1377.0
556,AR,Marion,LIB,150.0
557,AR,Marion,OTH,61.0
558,AR,Marion,GRN,53.0
559,AR,Miller,GOP,11293.0
560,AR,Miller,DEM,4273.0
561,AR,Miller,LIB,237.0
562,AR,Miller,OTH,143.0
563,AR,Miller,GRN,69.0
564,AR,Mississippi,GOP,6988.0
565,AR,Mississippi,DEM,5621.0
566,AR,Mississippi,LIB,176.0
567,AR,Mississippi,OTH,146.0
568,AR,Mississippi,GRN,64.0
569,AR,Monroe,GOP,1400.0
570,AR,Monroe,DEM,1298.0
571,AR,Monroe,LIB,35.0
572,AR,Monroe,OTH,24.0
573,AR,Monroe,GRN,9.0
574,AR,Montgomery,GOP,2573.0
575,AR,Montgomery,DEM,735.0
576,AR,Montgomery,OTH,55.0
577,AR,Montgomery,LIB,50.0
578,AR,Montgomery,GRN,32.0
579,AR,Nevada,GOP,2001.0
580,AR,Nevada,DEM,1156.0
581,AR,Nevada,OTH,35.0
582,AR,Nevada,LIB,35.0
583,AR,Nevada,GRN,6.0
584,AR,Newton,GOP,2875.0
585,AR,Newton,DEM,699.0
586,AR,Newton,GRN,69.0
587,AR,Newton,LIB,49.0
588,AR,Newton,OTH,39.0
589,AR,Ouachita,GOP,5347.0
590,AR,Ouachita,DEM,4320.0
591,AR,Ouachita,LIB,97.0
592,AR,Ouachita,OTH,93.0
593,AR,Ouachita,GRN,24.0
594,AR,Perry,GOP,2979.0
595,AR,Perry,DEM,1035.0
596,AR,Perry,LIB,112.0
597,AR,Perry,OTH,49.0
598,AR,Perry,GRN,38.0
599,AR,Phillips,DEM,4292.0
600,AR,Phillips,GOP,2443.0
601,AR,Phillips,OTH,77.0
602,AR,Phillips,LIB,62.0
603,AR,Phillips,GRN,20.0
604,AR,Pike,GOP,3150.0
605,AR,Pike,DEM,684.0
606,AR,Pike,LIB,73.0
607,AR,Pike,OTH,41.0
608,AR,Pike,GRN,8.0
609,AR,Poinsett,GOP,3149.0
610,AR,Poinsett,DEM,1878.0
611,AR,Poinsett,OTH,116.0
612,AR,Poinsett,LIB,106.0
613,AR,Poinsett,GRN,34.0
614,AR,Polk,GOP,6606.0
615,AR,Polk,DEM,1210.0
616,AR,Polk,LIB,163.0
617,AR,Polk,OTH,86.0
618,AR,Polk,GRN,56.0
619,AR,Pope,GOP,15694.0
620,AR,Pope,DEM,4818.0
621,AR,Pope,LIB,592.0
622,AR,Pope,OTH,225.0
623,AR,Pope,GRN,216.0
624,AR,Prairie,GOP,2503.0
625,AR,Prairie,DEM,812.0
626,AR,Prairie,LIB,56.0
627,AR,Prairie,OTH,23.0
628,AR,Prairie,GRN,10.0
629,AR,Pulaski,DEM,89377.0
630,AR,Pulaski,GOP,61182.0
631,AR,Pulaski,LIB,4320.0
632,AR,Pulaski,GRN,1549.0
633,AR,Pulaski,OTH,1300.0
634,AR,Randolph,GOP,4508.0
635,AR,Randolph,DEM,1425.0
636,AR,Randolph,LIB,203.0
637,AR,Randolph,OTH,124.0
638,AR,Randolph,GRN,53.0
639,AR,Saline,GOP,35852.0
640,AR,Saline,DEM,13247.0
641,AR,Saline,LIB,1464.0
642,AR,Saline,GRN,826.0
643,AR,Saline,OTH,582.0
644,AR,Scott,GOP,2378.0
645,AR,Scott,DEM,507.0
646,AR,Scott,LIB,70.0
647,AR,Scott,OTH,41.0
648,AR,Scott,GRN,21.0
649,AR,Searcy,GOP,2955.0
650,AR,Searcy,DEM,601.0
651,AR,Searcy,LIB,68.0
652,AR,Searcy,OTH,56.0
653,AR,Searcy,GRN,18.0
654,AR,Sebastian,GOP,28769.0
655,AR,Sebastian,DEM,12184.0
656,AR,Sebastian,LIB,1605.0
657,AR,Sebastian,OTH,523.0
658,AR,Sebastian,GRN,476.0
659,AR,Sevier,GOP,3281.0
660,AR,Sevier,DEM,1075.0
661,AR,Sevier,LIB,83.0
662,AR,Sevier,OTH,58.0
663,AR,Sevier,GRN,20.0
664,AR,Sharp,GOP,5405.0
665,AR,Sharp,DEM,1472.0
666,AR,Sharp,LIB,154.0
667,AR,Sharp,OTH,110.0
668,AR,Sharp,GRN,49.0
669,AR,St. Francis,DEM,4031.0
670,AR,St. Francis,GOP,3195.0
671,AR,St. Francis,OTH,104.0
672,AR,St. Francis,LIB,64.0
673,AR,St. Francis,GRN,18.0
674,AR,Stone,GOP,4081.0
675,AR,Stone,DEM,1189.0
676,AR,Stone,LIB,117.0
677,AR,Stone,OTH,79.0
678,AR,Stone,GRN,61.0
679,AR,Union,GOP,10201.0
680,AR,Union,DEM,5667.0
681,AR,Union,LIB,263.0
682,AR,Union,OTH,138.0
683,AR,Union,GRN,69.0
684,AR,Van Buren,GOP,5382.0
685,AR,Van Buren,DEM,1547.0
686,AR,Van Buren,OTH,98.0
687,AR,Van Buren,LIB,82.0
688,AR,Van Buren,GRN,2.0
689,AR,Washington,GOP,40418.0
690,AR,Washington,DEM,32296.0
691,AR,Washington,LIB,3280.0
692,AR,Washington,GRN,1275.0
693,AR,Washington,OTH,884.0
694,AR,White,GOP,21038.0
695,AR,White,DEM,5157.0
696,AR,White,LIB,695.0
697,AR,White,OTH,410.0
698,AR,White,GRN,151.0
699,AR,Woodruff,GOP,1344.0
700,AR,Woodruff,DEM,1117.0
701,AR,Woodruff,LIB,45.0
702,AR,Woodruff,OTH,33.0
703,AR,Woodruff,GRN,11.0
704,AR,Yell,GOP,4600.0
705,AR,Yell,DEM,1472.0
706,AR,Yell,LIB,157.0
707,AR,Yell,OTH,113.0
708,AR,Yell,GRN,47.0
709,CA,Alameda,DEM,486351.0
710,CA,Alameda,GOP,91189.0
711,CA,Alameda,GRN,16676.0
712,CA,Alameda,LIB,16050.0
713,CA,Alameda,OTH,2929.0
714,CA,Alpine,DEM,318.0
715,CA,Alpine,GOP,211.0
716,CA,Alpine,LIB,22.0
717,CA,Alpine,GRN,21.0
718,CA,Alpine,OTH,3.0
719,CA,Amador,GOP,10239.0
720,CA,Amador,DEM,5904.0
721,CA,Amador,LIB,777.0
722,CA,Amador,GRN,211.0
723,CA,Amador,OTH,55.0
724,CA,Butte,GOP,42193.0
725,CA,Butte,DEM,38676.0
726,CA,Butte,LIB,4190.0
727,CA,Butte,GRN,2325.0
728,CA,Butte,OTH,463.0
729,CA,Calaveras,GOP,13072.0
730,CA,Calaveras,DEM,7738.0
731,CA,Calaveras,LIB,1066.0
732,CA,Calaveras,GRN,405.0
733,CA,Calaveras,OTH,53.0
734,CA,Colusa,GOP,3551.0
735,CA,Colusa,DEM,2659.0
736,CA,Colusa,LIB,260.0
737,CA,Colusa,GRN,85.0
738,CA,Colusa,OTH,39.0
739,CA,Contra Costa,DEM,286658.0
740,CA,Contra Costa,GOP,105819.0
741,CA,Contra Costa,LIB,14615.0
742,CA,Contra Costa,GRN,7524.0
743,CA,Contra Costa,OTH,1356.0
744,CA,Del Norte,GOP,5134.0
745,CA,Del Norte,DEM,3485.0
746,CA,Del Norte,LIB,416.0
747,CA,Del Norte,GRN,245.0
748,CA,Del Norte,OTH,81.0
749,CA,El Dorado,GOP,47633.0
750,CA,El Dorado,DEM,35243.0
751,CA,El Dorado,LIB,4824.0
752,CA,El Dorado,GRN,1345.0
753,CA,El Dorado,OTH,183.0
754,CA,Fresno,DEM,123660.0
755,CA,Fresno,GOP,113949.0
756,CA,Fresno,LIB,8193.0
757,CA,Fresno,GRN,3719.0
758,CA,Fresno,OTH,743.0
759,CA,Glenn,GOP,5788.0
760,CA,Glenn,DEM,3065.0
