,FIPS,property crimes,violent crimes
1663,30075,0,0
1664,30077,123,25
1665,30079,4,0
1666,30081,657,67
1667,30083,5,0
1668,30085,79,34
1669,30087,111,19
1670,30089,217,38
1671,30091,75,8
1672,30093,1479,149
1673,30095,86,8
1674,30097,22,12
1675,30099,58,2
1676,30101,87,15
1677,30103,0,0
1678,30105,78,10
1679,30107,0,0
1680,30109,3,0
1681,30111,5070,345
1682,30113,0,0
1683,31000,49289,5389
1684,31001,1137,51
1685,31003,24,1
1686,31005,0,0
1687,31007,1,0
1688,31009,0,0
1689,31011,8,0
1690,31013,161,31
1691,31015,13,1
1692,31017,51,1
1693,31019,1022,80
1694,31021,43,8
1695,31023,61,13
1696,31025,459,16
1697,31027,1,1
1698,31029,18,1
1699,31031,71,12
1700,31033,146,6
1701,31035,1,0
1702,31037,45,9
1703,31039,40,2
1704,31041,92,10
1705,31043,261,23
1706,31045,185,15
1707,31047,608,42
1708,31049,31,0
1709,31051,76,5
1710,31053,1073,62
1711,31055,20164,2824
1712,31057,0,0
1713,31059,0,0
1714,31061,20,0
1715,31063,27,0
1716,31065,33,2
1717,31067,736,66
1718,31069,0,1
1719,31071,0,0
1720,31073,13,0
1721,31075,0,0
1722,31077,0,0
1723,31079,2445,202
1724,31081,83,7
1725,31083,4,2
1726,31085,0,0
1727,31087,4,1
1728,31089,12,0
1729,31091,0,0
1730,31093,2,0
1731,31095,113,2
1732,31097,0,0
1733,31099,128,6
1734,31101,239,5
1735,31103,9,1
1736,31105,4,1
1737,31107,37,0
1738,31109,10855,1308
1739,31111,193,26
1740,31113,0,1
1741,31115,0,0
1742,31117,0,0
1743,31119,876,42
1744,31121,114,11
1745,31123,63,3
1746,31125,11,4
1747,31127,108,4
1748,31129,8,2
1749,31131,257,11
1750,31133,58,2
1751,31135,36,2
1752,31137,145,7
1753,31139,9,2
1754,31141,714,29
1755,31143,61,0
1756,31145,251,12
1757,31147,171,4
1758,31149,10,0
1759,31151,299,31
1760,31153,2911,125
1761,31155,135,11
1762,31157,1168,68
1763,31159,148,7
1764,31161,106,20
1765,31163,12,2
1766,31165,0,1
1767,31167,42,4
1768,31169,96,2
1769,31171,0,0
1770,31173,72,111
1771,31175,7,1
1772,31177,218,10
1773,31179,122,8
1774,31181,34,2
1775,31183,5,1
1776,31185,273,5
1777,32000,89873,18917
1778,32001,629,53
1779,32003,68707,15718
1780,32005,760,71
1781,32007,926,129
1782,32009,10,3
1783,32011,17,6
1784,32013,155,81
1785,32015,118,49
1786,32017,34,6
1787,32019,844,105
1788,32021,24,15
1789,32023,892,124
1790,32027,102,68
1791,32029,64,12
1792,32031,15215,2226
1793,32033,111,20
1794,32510,1265,231
1795,33000,25454,1905
1796,33001,1721,118
1797,33003,1109,62
1798,33005,1226,87
1799,33007,484,24
1800,33009,1856,96
1801,33011,8968,820
1802,33013,2375,154
1803,33015,4439,343
1804,33017,2592,156
1805,33019,684,45
1806,34000,199028,28337
1807,34001,9361,1321
1808,34003,13018,946
1809,34005,8039,775
1810,34007,18205,3097
1811,34009,4567,304
1812,34011,5845,1004
1813,34013,23777,5467
1814,34015,8122,673
1815,34017,15712,3585
1816,34019,1172,79
1817,34021,8106,1478
1818,34023,16142,1526
1819,34025,13496,1339
1820,34027,5730,422
1821,34029,11940,799
1822,34031,11847,2534
1823,34033,1644,194
1824,34035,4399,285
1825,34037,1839,99
1826,34039,14448,2285
1827,34041,1619,125
1828,35000,74680,12778
1829,35001,35567,5826
1830,35003,19,2
1831,35005,3283,438
1832,35006,501,98
1833,35007,297,73
1834,35009,2321,292
1835,35011,0,0
1836,35013,6392,865
1837,35015,2138,287
1838,35017,681,111
1839,35019,56,61
1840,35021,0,0
1841,35023,7,3
1842,35025,2352,383
1843,35027,545,102
1844,35028,228,69
1845,35029,747,103
1846,35031,1682,389
1847,35033,4,0
1848,35035,1330,485
1849,35037,233,68
1850,35039,530,174
1851,35041,543,96
1852,35043,2580,459
1853,35045,2968,905
1854,35047,487,126
1855,35049,5689,724
1856,35051,332,38
1857,35053,230,72
1858,35055,472,60
1859,35057,159,21
1860,35059,69,2
1861,35061,2238,446
1862,36000,386860,77394
1863,36001,9243,1324
1864,36003,569,91
1865,36005,0,0
1866,36007,6126,541
1867,36009,1789,217
1868,36011,1703,147
1869,36013,3393,320
1870,36015,2132,204
1871,36017,889,41
1872,36019,1676,142
1873,36021,1173,131
1874,36023,993,112
1875,36025,669,76
1876,36027,5628,885
1877,36029,28565,4735
1878,36031,448,54
1879,36033,956,123
1880,36035,1391,99
1881,36037,1354,115
1882,36039,1319,102
1883,36041,35,5
1884,36043,1058,197
1885,36045,2180,252
1886,36047,150987,48549
1887,36049,349,35
1888,36051,1022,70
1889,36053,1273,58
1890,36055,21970,2917
1891,36057,651,134
1892,36059,18628,2279
1893,36061,0,0
1894,36063,6360,758
1895,36065,6617,681
1896,36067,11558,1714
1897,36069,1785,108
1898,36071,8117,1039
1899,36073,968,71
1900,36075,2407,185
1901,36077,1013,86
1902,36079,956,83
1903,36081,0,0
1904,36083,4172,541
1905,36085,0,0
1906,36087,4509,539
1907,36089,1891,202
1908,36091,2984,161
1909,36093,4893,740
1910,36095,583,22
1911,36097,191,15
1912,36099,610,45
1913,36101,1334,161
1914,36103,30999,2583
1915,36105,1606,196
1916,36107,543,35
1917,36109,2338,137
1918,36111,3198,458
1919,36113,1501,111
1920,36115,787,116
1921,36117,1814,184
1922,36119,14194,2401
1923,36121,494,52
1924,36123,269,15
1925,37000,356906,41421
1926,37001,5861,689
1927,37003,969,87
1928,37005,55,4
1929,37007,1124,146
1930,37009,505,26
1931,37011,247,21
1932,37013,1655,271
1933,37015,353,33
1934,37017,1275,158
1935,37019,3617,237
1936,37021,7038,815
1937,37023,2143,176
1938,37025,5173,386
1939,37027,2843,151
1940,37029,98,9
1941,37031,2196,229
1942,37033,403,41
1943,37035,6151,557
1944,37037,1100,106
1945,37039,714,51
1946,37041,385,57
1947,37043,153,11
1948,37045,3132,174
1949,37047,2998,290
1950,37049,2290,202
1951,37051,20067,2505
1952,37053,514,44
1953,37055,1905,115
1954,37057,4972,433
1955,37059,934,59
1956,37061,1567,171
1957,37063,14042,1916
1958,37065,1759,262
1959,37067,19247,2496
1960,37069,1282,90
1961,37071,8319,1037
1962,37073,227,9
1963,37075,0,0
1964,37077,1954,221
1965,37079,612,48
1966,37081,24342,3097
1967,37083,2594,349
1968,37085,3293,361
1969,37087,1637,167
1970,37089,2618,154
1971,37091,863,77
1972,37093,1103,62
1973,37095,0,0
1974,37097,4633,464
1975,37099,1026,131
1976,37101,4922,479
1977,37103,126,12
1978,37105,1851,166
1979,37107,2978,455
1980,37109,2700,158
1981,37111,1157,90
1982,37113,582,43
1983,37115,256,4
1984,37117,1022,156
1985,37119,51455,7404
1986,37121,0,0
1987,37123,929,102
1988,37125,2188,262
1989,37127,2731,391
1990,37129,8834,989
1991,37131,549,69
1992,37133,5916,600
1993,37135,4202,321
1994,37137,238,19
1995,37139,1309,233
1996,37141,1478,84
1997,37143,228,20
1998,37145,1243,150
1999,37147,8152,986
2000,37149,201,10
2001,37151,4604,263
2002,37153,2483,240
2003,37155,8027,1187
2004,37157,3887,305
2005,37159,4667,634
2006,37161,2277,202
2007,37163,1983,245
2008,37165,1788,187
2009,37167,1820,163
2010,37169,1234,115
2011,37171,2146,181
2012,37173,554,116
2013,37175,674,61
2014,37177,64,7
2015,37179,4888,566
2016,37181,3234,287
2017,37183,22320,2875
2018,37185,553,39
2019,37187,261,66
2020,37189,1139,53
2021,37191,5343,541
2022,37193,1943,211
2023,37195,2647,337
2024,37197,910,125
2025,37199,225,17
2026,38000,12542,1180
2027,38001,9,4
2028,38003,113,8
2029,38005,101,20
2030,38007,0,0
2031,38009,22,0
2032,38011,1,0
2033,38013,24,0
2034,38015,1819,176
2035,38017,3795,323
2036,38019,38,2
2037,38021,26,1
2038,38023,0,0
2039,38025,0,0
2040,38027,9,1
2041,38029,30,1
2042,38031,13,0
2043,38033,0,0
2044,38035,2019,154
2045,38037,5,1
2046,38039,0,0
2047,38041,9,0
2048,38043,6,0
2049,38045,4,2
2050,38047,4,0
2051,38049,25,1
2052,38051,5,1
2053,38053,36,1
2054,38055,134,48
2055,38057,56,9
2056,38059,471,46
2057,38061,63,5
2058,38063,21,2
2059,38065,5,1
2060,38067,48,4
2061,38069,11,1
2062,38071,315,13
2063,38073,27,9
2064,38075,6,0
2065,38077,289,25
2066,38079,556,73
2067,38081,25,1
2068,38083,10,0
2069,38085,0,0
2070,38087,0,0
2071,38089,425,37
2072,38091,0,0
2073,38093,374,51
2074,38095,40,0
2075,38097,40,3
2076,38099,281,11
2077,38101,857,94
2078,38103,67,9
2079,38105,308,42
2080,39000,351813,37538
2081,39001,665,19
2082,39003,4586,564
2083,39005,955,30
2084,39007,477,33
2085,39009,1052,45
2086,39011,650,13
2087,39013,735,57
2088,39015,917,24
2089,39017,13670,1398
2090,39019,231,29
2091,39021,881,43
2092,39023,6228,345
2093,39025,4265,143
2094,39027,904,47
2095,39029,1052,83
2096,39031,785,22
2097,39033,815,33
2098,39035,36479,7066
2099,39037,1001,88
2100,39039,1032,53
2101,39041,2301,131
2102,39043,2607,241
2103,39045,4050,207
2104,39047,1051,50
2105,39049,59452,6711
2106,39051,904,38
2107,39053,1218,34
2108,39055,659,23
2109,39057,4508,194
2110,39059,1071,74
2111,39061,34763,5063
2112,39063,2071,101
2113,39065,1036,19
2114,39067,252,10
2115,39069,773,24
2116,39071,1196,33
2117,39073,886,23
2118,39075,298,15
2119,39077,1186,32
2120,39079,686,27
2121,39081,1689,163
2122,39083,102,1
2123,39085,3237,181
2124,39087,361,18
2125,39089,4626,241
2126,39091,1128,52
2127,39093,7166,633
2128,39095,22528,3770
2129,39097,390,13
2130,39099,9249,909
2131,39101,2618,110
2132,39103,717,16
2133,39105,385,16
2134,39107,755,35
2135,39109,1932,51
2136,39111,2,0
2137,39113,20154,2573
2138,39115,241,9
2139,39117,402,9
2140,39119,3022,158
2141,39121,2,0
2142,39123,637,26
2143,39125,236,16
2144,39127,234,9
2145,39129,2270,76
2146,39131,472,13
2147,39133,3643,143
2148,39135,884,51
2149,39137,43,0
2150,39139,5136,249
2151,39141,4129,126
2152,39143,1407,54
2153,39145,4148,156
2154,39147,247,5
2155,39149,511,34
2156,39151,12046,1045
2157,39153,18156,2220
2158,39155,6540,678
2159,39157,987,55
2160,39159,835,20
2161,39161,895,29
2162,39163,72,8
2163,39165,2307,117
2164,39167,947,60
2165,39169,2255,105
2166,39171,640,31
2167,39173,3062,68
2168,39175,20,1
2169,40000,125602,19202
2170,40001,333,109
2171,40003,67,2
2172,40005,297,29
2173,40007,42,3
2174,40009,360,46
2175,40011,197,22
2176,40013,1316,120
2177,40015,635,95
2178,40017,3890,555
2179,40019,1770,335
2180,40021,1149,147
2181,40023,492,48
2182,40025,8,5
2183,40027,9435,858
2184,40029,119,12
2185,40031,4526,1029
2186,40033,44,4
2187,40035,296,30
2188,40037,1516,127
2189,40039,574,138
2190,40041,635,100
2191,40043,19,0
2192,40045,19,3
2193,40047,2411,218
2194,40049,727,71
2195,40051,1211,151
2196,40053,53,3
2197,40055,103,10
2198,40057,78,4
2199,40059,23,4
2200,40061,152,40
2201,40063,277,28
2202,40065,755,67
2203,40067,42,12
2204,40069,87,22
2205,40071,1705,179
2206,40073,175,16
2207,40075,126,27
2208,40077,142,38
2209,40079,650,153
2210,40081,518,70
2211,40083,506,68
2212,40085,151,15
2213,40087,662,40
2214,40089,975,121
2215,40091,539,45
2216,40093,144,13
2217,40095,259,51
2218,40097,654,117
2219,40099,188,29
2220,40101,2141,473
2221,40103,190,23
2222,40105,199,46
2223,40107,184,31
2224,40109,35609,5273
2225,40111,742,113
2226,40113,908,186
2227,40115,886,77
2228,40117,229,37
2229,40119,2156,192
2230,40121,1482,125
2231,40123,1114,242
2232,40125,2681,341
2233,40127,190,28
2234,40129,51,2
2235,40131,1038,106
2236,40133,716,88
2237,40135,693,266
2238,40137,1313,102
2239,40139,365,35
2240,40141,123,24
2241,40143,27580,5496
2242,40145,1312,190
2243,40147,1543,171
2244,40149,84,29
2245,40151,262,21
2246,40153,759,56
2247,41000,123019,9717
2248,41001,122,14
2249,41003,1980,112
2250,41005,9843,450
2251,41007,1331,62
2252,41009,575,23
2253,41011,1190,49
2254,41013,481,38
2255,41015,343,39
2256,41017,4738,293
2257,41019,2338,105
2258,41021,47,0
2259,41023,98,2
2260,41025,125,3
2261,41027,480,22
2262,41029,5548,485
2263,41031,566,22
2264,41033,1958,63
2265,41035,1228,144
2266,41037,118,22
2267,41039,16504,1133
2268,41041,1608,111
2269,41043,3727,102
2270,41045,978,142
2271,41047,11494,801
2272,41049,264,35
2273,41051,35246,4008
2274,41053,2088,161
2275,41055,45,1
2276,41057,569,16
2277,41059,2272,241
2278,41061,599,23
2279,41063,91,1
2280,41065,718,31
2281,41067,11607,830
2282,41069,6,0
2283,41071,2094,133
2284,42000,295535,50491
2285,42001,1251,121
2286,42003,28829,6133
2287,42005,758,62
2288,42007,4057,495
2289,42009,717,54
2290,42011,10294,1341
2291,42013,2531,359
2292,42015,1187,93
2293,42017,13450,941
2294,42019,2822,338
2295,42021,2693,269
2296,42023,137,7
2297,42025,1281,181
2298,42027,2555,127
2299,42029,7785,896
2300,42031,839,81
2301,42033,1817,168
2302,42035,838,40
2303,42037,1274,71
2304,42039,1452,84
2305,42041,3436,272
2306,42043,7636,1336
2307,42045,13495,3181
2308,42047,649,34
2309,42049,6861,851
2310,42051,3000,359
2311,42053,164,40
2312,42055,2571,208
2313,42057,263,26
2314,42059,714,69
2315,42061,640,102
2316,42063,1702,144
2317,42065,570,82
2318,42067,250,23
2319,42069,4648,451
2320,42071,10276,931
2321,42073,2481,331
2322,42075,2270,307
2323,42077,10992,1082
2324,42079,7492,937
2325,42081,2393,180
2326,42083,742,81
2327,42085,2772,289
2328,42087,942,102
2329,42089,4555,384
2330,42091,16569,1521
2331,42093,226,50
2332,42095,6712,575
2333,42097,1526,311
2334,42099,826,94
2335,42101,62587,20783
2336,42103,989,107
2337,42105,253,33
2338,42107,2277,300
2339,42109,698,140
2340,42111,1026,125
2341,42113,118,4
2342,42115,577,48
2343,42117,388,48
2344,42119,349,42
2345,42121,842,73
2346,42123,692,187
2347,42125,4073,574
2348,42127,795,132
2349,42129,5913,580
2350,42131,303,19
2351,42133,9715,1082
2352,44000,29895,2656
2353,44001,896,31
2354,44003,4473,180
2355,44005,2251,167
2356,44007,19859,2136
2357,44009,2416,142
2358,45000,188418,32489
2359,45001,603,160
2360,45003,6100,701
2361,45005,303,73
2362,45007,9338,1200
2363,45009,576,112
2364,45011,1049,218
2365,45013,5787,968
2366,45015,5843,909
2367,45017,461,72
2368,45019,15432,2975
2369,45021,2283,260
2370,45023,1519,360
2371,45025,1578,246
2372,45027,1464,284
2373,45029,1984,403
2374,45031,3315,648
2375,45033,1831,510
2376,45035,4337,694
2377,45037,607,69
2378,45039,868,269
2379,45041,6935,1278
2380,45043,2737,491
2381,45045,16848,3144
2382,45047,3447,606
2383,45049,600,169
2384,45051,16676,2155
2385,45053,1201,208
2386,45055,1899,301
2387,45057,2730,493
2388,45059,2730,585
2389,45061,810,130
2390,45063,7267,1007
2391,45065,168,80
2392,45067,2032,325
2393,45069,1411,363
2394,45071,1035,132
2395,45073,2085,388
2396,45075,5288,637
2397,45077,3699,408
2398,45079,18015,3660
2399,45081,341,111
2400,45083,12025,1875
2401,45085,3785,769
2402,45087,904,228
2403,45089,1303,215
2404,45091,7169,1600
2405,46000,12608,2015
2406,46003,1,2
2407,46005,26,1
2408,46007,24,13
2409,46009,3,0
2410,46011,328,18
2411,46013,547,51
2412,46015,70,34
2413,46017,0,0
2414,46019,82,15
2415,46021,0,0
2416,46023,150,54
2417,46025,3,2
2418,46027,130,7
2419,46029,625,40
2420,46031,9,0
2421,46033,87,7
2422,46035,485,35
2423,46037,0,0
2424,46039,24,1
2425,46041,15,3
2426,46043,6,3
2427,46045,3,0
2428,46047,49,2
2429,46049,13,4
2430,46051,0,0
2431,46053,0,0
2432,46055,0,0
2433,46057,47,4
2434,46059,5,1
2435,46061,5,1
2436,46063,0,0
2437,46065,574,94
2438,46067,5,0
2439,46069,0,0
2440,46071,2,1
2441,46073,2,0
2442,46075,0,0
2443,46077,0,0
2444,46079,107,2
2445,46081,399,17
2446,46083,349,42
2447,46085,35,8
2448,46087,11,0
2449,46089,0,1
2450,46091,50,10
2451,46093,160,86
2452,46095,0,0
2453,46097,21,2
2454,46099,4126,538
2455,46101,33,4
2456,46103,3043,469
2457,46105,21,2
2458,46107,8,1
2459,46109,152,37
2460,46111,12,4
2461,46113,0,184
2462,46115,40,8
2463,46117,40,3
2464,46119,2,1
2465,46121,56,148
2466,46123,41,5
2467,46125,36,13
2468,46127,88,6
2469,46129,78,7
2470,46135,372,23
2471,46137,8,1
2472,47000,250262,44819
2473,47001,3056,304
2474,47003,967,141
2475,47005,389,29
2476,47007,119,18
2477,47009,3026,463
2478,47011,3411,741
2479,47013,2281,305
2480,47015,193,31
2481,47017,574,71
2482,47019,1443,138
2483,47021,924,102
2484,47023,386,58
2485,47025,996,131
2486,47027,87,18
2487,47029,1597,204
2488,47031,1813,244
2489,47033,247,45
2490,47035,1935,162
2491,47037,34024,8519
2492,47039,256,37
2493,47041,607,75
2494,47043,1700,221
2495,47045,1808,247
2496,47047,806,170
2497,47049,548,61
2498,47051,1033,131
2499,47053,1497,218
2500,47055,813,128
2501,47057,422,41
2502,47059,1608,255
2503,47061,219,60
2504,47063,2723,325
2505,47065,17951,2504
2506,47067,172,3
2507,47069,893,151
2508,47071,1242,212
2509,47073,1864,154
2510,47075,938,236
2511,47077,844,172
2512,47079,1082,132
2513,47081,431,47
2514,47083,203,30
2515,47085,255,25
2516,47087,166,23
2517,47089,1651,150
2518,47091,244,72
2519,47093,18119,2557
2520,47095,127,18
2521,47097,944,203
2522,47099,1245,227
2523,47101,293,59
2524,47103,902,176
2525,47105,1145,164
2526,47107,2329,337
2527,47109,632,78
2528,47111,205,44
2529,47113,5568,866
2530,47115,635,92
2531,47117,586,138
2532,47119,2863,602
2533,47121,377,39
2534,47123,1306,211
2535,47125,5725,1118
2536,47127,103,16
2537,47129,367,20
2538,47131,970,116
2539,47133,400,61
2540,47135,179,21
2541,47137,72,1
2542,47139,318,47
2543,47141,2810,248
2544,47143,875,90
2545,47145,1877,130
2546,47147,1635,382
2547,47149,7748,1220
2548,47151,882,135
2549,47153,237,45
2550,47155,4552,343
2551,47157,61181,13769
2552,47159,161,63
2553,47161,220,61
2554,47163,5791,737
2555,47165,3141,550
2556,47167,1544,406
2557,47169,174,35
2558,47171,193,17
2559,47173,338,25
2560,47175,87,6
2561,47177,1041,113
2562,47179,3953,564
2563,47181,140,28
2564,47183,947,126
2565,47185,785,130
2566,47187,2231,276
2567,47189,2865,505
2568,48000,969021,123497
2569,48001,1358,193
2570,48003,327,60
2571,48005,2697,324
2572,48007,956,51
2573,48009,94,10
2574,48011,10,0
2575,48013,891,100
2576,48015,435,43
2577,48017,128,16
2578,48019,209,12
2579,48021,1586,280
2580,48023,77,24
2581,48025,583,91
2582,48027,10101,1328
2583,48029,111061,10631
2584,48031,111,14
2585,48033,5,0
2586,48035,157,28
2587,48037,3286,625
2588,48039,6796,583
2589,48041,7631,888
2590,48043,138,23
2591,48045,15,0
2592,48047,207,41
2593,48049,1062,117
2594,48051,228,58
2595,48053,915,105
2596,48055,710,165
2597,48057,482,57
2598,48059,110,10
2599,48061,19168,1666
2600,48063,319,31
2601,48065,71,18
2602,48067,651,85
2603,48069,229,12
2604,48071,771,93
2605,48073,1354,210
2606,48075,130,28
2607,48077,187,16
2608,48079,77,7
2609,48081,5,5
2610,48083,221,11
2611,48085,21152,1800
2612,48087,3,4
2613,48089,386,84
2614,48091,3053,301
2615,48093,222,26
2616,48095,47,5
2617,48097,972,104
2618,48099,1482,154
2619,48101,21,4
2620,48103,56,8
2621,48105,56,11
2622,48107,37,10
2623,48109,2,1
2624,48111,116,10
2625,48113,120180,14480
2626,48115,300,30
2627,48117,536,84
2628,48119,77,8
2629,48121,15801,1416
2630,48123,351,38
2631,48125,8,3
2632,48127,278,87
2633,48129,54,4
2634,48131,340,59
2635,48133,292,24
2636,48135,5234,776
2637,48137,51,3
2638,48139,4144,416
2639,48141,23111,3255
2640,48143,894,79
2641,48145,121,27
2642,48147,615,66
2643,48149,256,15
2644,48151,51,15
2645,48153,95,23
2646,48155,12,0
2647,48157,11213,2004
2648,48159,132,15
2649,48161,301,31
2650,48163,301,38
2651,48165,195,14
2652,48167,10270,1170
2653,48169,58,3
2654,48171,336,15
2655,48173,4,1
2656,48175,49,6
2657,48177,355,117
2658,48179,931,153
2659,48181,3487,335
2660,48183,6720,960
2661,48185,690,63
2662,48187,3125,314
2663,48189,1199,101
2664,48191,108,5
2665,48193,156,18
2666,48195,63,13
2667,48197,103,10
2668,48199,954,76
2669,48201,175378,34166
2670,48203,2105,261
2671,48205,67,5
2672,48207,74,2
2673,48209,3518,378
2674,48211,61,12
2675,48213,2164,307
2676,48215,33640,2624
2677,48217,691,40
2678,48219,554,107
2679,48221,1070,66
2680,48223,476,93
2681,48225,516,56
2682,48227,1706,185
2683,48229,34,3
2684,48231,3290,391
2685,48233,656,216
2686,48235,26,6
2687,48237,125,4
2688,48239,250,41
2689,48241,597,79
2690,48243,11,8
2691,48245,10883,1568
2692,48247,83,10
2693,48249,2259,291
2694,48251,3676,461
2695,48253,408,64
2696,48255,286,36
2697,48257,3308,423
2698,48259,477,37
2699,48261,9,3
2700,48263,11,7
2701,48265,1163,117
2702,48267,57,18
2703,48269,3,0
2704,48271,28,4
2705,48273,1788,224
2706,48275,35,12
2707,48277,1872,199
2708,48279,291,49
2709,48281,308,29
2710,48283,108,4
2711,48285,204,27
2712,48287,304,51
2713,48289,106,26
2714,48291,2555,306
2715,48293,707,95
2716,48295,13,3
2717,48297,92,8
2718,48299,412,25
2719,48301,12,0
2720,48303,13648,2256
2721,48305,76,6
2722,48307,191,21
2723,48309,10768,1414
2724,48311,0,1
2725,48313,275,42
2726,48315,251,34
2727,48317,43,8
2728,48319,30,6
2729,48321,1470,198
2730,48323,1705,271
2731,48325,744,100
2732,48327,8,3
2733,48329,4161,518
2734,48331,716,49
2735,48333,34,3
2736,48335,151,18
2737,48337,488,30
2738,48339,10237,1031
2739,48341,590,72
2740,48343,257,43
2741,48345,10,2
2742,48347,1880,213
2743,48349,2029,134
2744,48351,158,15
2745,48353,408,150
2746,48355,19483,2402
2747,48357,98,11
2748,48359,26,4
2749,48361,2664,389
2750,48363,750,95
2751,48365,407,49
2752,48367,2207,149
2753,48369,122,15
2754,48371,318,27
2755,48373,1144,99
2756,48375,6123,857
2757,48377,53,9
2758,48379,129,22
2759,48381,4917,682
2760,48383,20,1
2761,48385,7,2
2762,48387,149,8
2763,48389,222,20
2764,48391,109,16
2765,48393,18,2
2766,48395,361,72
2767,48397,1801,160
2768,48399,119,11
2769,48401,1588,229
2770,48403,115,35
2771,48405,144,38
2772,48407,589,55
2773,48409,2150,175
2774,48411,39,3
2775,48413,17,1
2776,48415,367,132
2777,48417,15,0
2778,48419,618,92
2779,48421,8,3
2780,48423,6838,963
2781,48425,100,8
2782,48427,1240,181
2783,48429,151,16
2784,48431,13,2
2785,48433,9,3
2786,48435,41,23
2787,48437,161,20
2788,48439,79080,8920
2789,48441,4606,642
2790,48443,17,2
2791,48445,147,29
2792,48447,5,1
2793,48449,794,157
2794,48451,4852,394
2795,48453,50641,4276
2796,48455,173,34
2797,48457,312,56
2798,48459,1036,110
2799,48461,14,6
2800,48463,1118,111
2801,48465,1029,94
2802,48467,1237,110
2803,48469,3947,524
2804,48471,1623,223
2805,48473,993,149
2806,48475,365,82
2807,48477,659,109
2808,48479,14761,1436
2809,48481,1162,171
2810,48483,48,9
2811,48485,7532,609
2812,48487,356,45
2813,48489,661,275
2814,48491,7840,591
2815,48493,471,64
2816,48495,106,11
2817,48497,875,167
2818,48499,675,112
2819,48501,106,21
2820,48503,393,47
2821,48505,145,46
2822,48507,292,47
2823,49000,91430,6068
2824,49001,74,9
2825,49003,1051,66
2826,49005,1951,87
2827,49007,599,36
2828,49009,25,1
2829,49011,6739,306
2830,49013,317,22
2831,49015,150,6
2832,49017,0,0
2833,49019,279,24
2834,49021,1144,56
2835,49023,231,12
2836,49025,116,20
2837,49027,267,20
2838,49029,62,1
2839,49031,0,0
2840,49033,45,2
2841,49035,50790,3818
2842,49037,99,18
2843,49039,131,15
2844,49041,607,24
2845,49043,1110,29
2846,49045,1702,117
2847,49047,670,72
2848,49049,11919,462
2849,49051,223,16
2850,49053,3239,271
2851,49055,72,2
2852,49057,7818,556
2853,50000,15841,851
2854,50001,600,16
2855,50003,787,59
2856,50005,572,36
2857,50007,5886,295
2858,50009,7,0
2859,50011,1537,106
2860,50013,84,0
2861,50015,486,19
2862,50017,255,20
2863,50019,494,21
2864,50021,1833,65
2865,50023,1203,61
2866,50025,1023,89
2867,50027,1074,64
2868,51000,196676,20028
2869,51001,785,79
2870,51003,2314,136
2871,51005,170,15
2872,51007,161,15
2873,51009,559,34
2874,51011,124,10
2875,51013,5295,317
2876,51015,811,82
2877,51017,33,2
2878,51019,799,55
2879,51021,58,1
2880,51023,360,20
2881,51025,166,23
2882,51027,495,47
2883,51029,208,31
2884,51031,974,98
2885,51033,498,66
2886,51035,481,60
2887,51036,29,7
2888,51037,174,35
2889,51041,7262,624
2890,51043,258,16
2891,51045,7,8
2892,51047,828,103
2893,51049,77,16
2894,51051,265,31
2895,51053,500,53
2896,51057,225,19
2897,51059,19447,799
2898,51061,887,66
2899,51063,159,10
2900,51065,225,18
2901,51067,756,51
2902,51069,1691,135
2903,51071,305,20
2904,51073,510,23
2905,51075,204,72
2906,51077,158,23
2907,51079,220,36
2908,51081,205,15
2909,51083,874,72
2910,51085,1392,75
2911,51087,9184,589
2912,51089,1216,157
2913,51091,16,2
2914,51093,768,59
2915,51095,927,71
2916,51097,45,9
2917,51099,417,33
2918,51101,118,7
2919,51103,149,10
2920,51105,440,24
2921,51107,4078,350
2922,51109,494,44
2923,51111,149,25
2924,51113,173,14
2925,51115,89,5
2926,51117,783,82
2927,51119,80,6
2928,51121,2295,158
2929,51125,267,10
2930,51127,273,38
2931,51131,297,20
2932,51133,184,12
2933,51135,286,44
2934,51137,394,26
2935,51139,456,32
2936,51141,400,18
2937,51143,647,75
2938,51145,319,24
2939,51147,272,36
2940,51149,440,41
2941,51153,7794,591
2942,51155,1091,97
2943,51157,48,4
2944,51159,58,13
2945,51161,1496,138
2946,51163,293,23
2947,51165,595,31
2948,51167,441,33
2949,51169,565,45
2950,51171,589,72
2951,51173,591,81
2952,51175,387,31
2953,51177,2479,286
2954,51179,1703,182
2955,51181,94,16
2956,51183,199,41
2957,51185,1055,92
2958,51187,1137,50
2959,51191,1551,77
2960,51193,282,20
2961,51195,755,70
2962,51197,467,32
2963,51199,1283,67
2964,51510,3402,326
2965,51515,226,13
2966,51520,709,73
2967,51530,55,4
2968,51540,1956,220
2969,51550,7080,1014
2970,51560,0,0
2971,51570,795,44
2972,51580,172,13
2973,51590,2718,261
2974,51595,341,43
2975,51600,646,33
2976,51610,376,17
2977,51620,499,44
2978,51630,1150,136
2979,51640,267,32
2980,51650,5256,481
2981,51660,1228,143
2982,51670,1001,279
2983,51678,70,3
2984,51680,2750,347
2985,51683,1086,148
2986,51685,190,23
2987,51690,547,59
2988,51700,7482,1242
2989,51710,12813,2004
2990,51720,282,11
2991,51730,2702,636
2992,51735,208,15
2993,51740,5669,723
2994,51750,630,83
2995,51760,9067,1614
2996,51770,5112,752
2997,51775,764,36
