,FIPS,Normalized Median Income,Poverty Fraction
2908,51081,0.8337267967831662,24.5
2909,51083,0.8242425907638852,19.8
2910,51085,1.73516803507164,4.9
2911,51087,1.332391472091048,10.0
2912,51089,0.8327969726636288,17.0
2913,51091,0.8343311824608655,13.8
2914,51093,1.3822532905012384,10.1
2915,51095,1.6946509490628,7.1
2916,51097,0.9768267287799646,13.2
2917,51099,1.6003667833417126,7.0
2918,51101,1.3943642496582123,7.2
2919,51103,1.0096495201996332,12.7
2920,51105,0.682862833388231,26.1
2921,51107,2.6546478612791384,3.4
2922,51109,1.2179766141819768,11.7
2923,51111,0.7654777064091246,22.5
2924,51113,1.1754139151101544,10.8
2925,51115,1.2361314301159434,9.7
2926,51117,0.8109228602515126,18.8
2927,51119,1.062207828556482,13.8
2928,51121,0.9945631238601396,19.0
2929,51125,1.0371025773289735,12.7
2930,51127,1.5939509969169048,5.6
2931,51131,0.8019965487039541,20.6
2932,51133,1.2519151945450901,13.6
2933,51135,0.8456982823222096,20.3
2934,51137,1.2606322956657527,9.5
2935,51139,0.9135289518424594,12.5
2936,51141,0.7684763891946326,17.6
2937,51143,0.9189219317357761,15.6
2938,51145,1.7187798849647942,6.1
2939,51147,0.8365627603477551,22.2
2940,51149,1.3796032917605567,10.2
2941,51153,2.0647441942416545,6.0
2942,51155,0.9353798186515871,14.2
2943,51157,1.3075651680994005,9.2
2944,51159,0.9442363933901804,19.3
2945,51161,1.3135625336704164,6.1
2946,51163,1.0208539008400581,11.1
2947,51165,1.1149753473402266,10.4
2948,51167,0.7722421768787588,19.1
2949,51169,0.7878632220869863,19.2
2950,51171,1.1099310514917364,10.4
2951,51173,0.8278689048300809,17.8
2952,51175,0.9937727733585329,15.9
2953,51177,1.7575767963524902,7.6
2954,51179,2.049774025917103,4.7
2955,51181,1.0844306250134246,11.7
2956,51183,0.8759873030161388,18.4
2957,51185,0.8401658288109624,15.9
2958,51187,1.3237441077793504,9.8
2959,51191,0.9446548142439722,13.9
2960,51193,1.1279463938077727,14.1
2961,51195,0.8148281215535695,19.3
2962,51197,0.9513727935076296,14.3
2963,51199,1.8053000192877449,4.7
2964,51510,1.773476788796579,9.1
2965,51515,0.8016246190561391,17.6
2966,51520,0.7127799244343452,20.2
2967,51530,0.9484670931340754,14.7
2968,51540,0.9072758846385707,21.4
2969,51550,1.4768396490611753,7.3
2970,51560,0.0,0.0
2971,51570,1.1068161406912864,8.5
2972,51580,0.7741018251178335,16.1
2973,51590,0.68495493765719,25.1
2974,51595,0.7479970129618224,20.8
2975,51600,1.914089441273615,6.6
2976,51610,2.4650102320994955,3.2
